Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,SalaryAdj
Tobias Harris,PF,28,PHI,62,62,2014,473,924,0.512,82,208,0.394,391,716,0.546,0.556,182,204,0.892,62,357,419,220,55,51,107,119,1210,0.225,17.6,2.3,3.7,0.8,19.2,3.1,0.221,2.9,3.5,4.1,20.0,1.3,9.5,11.4,0.597,23.9,2.9,7.1,0.17,35995950.0,39257095.0
Shaquille Harrison,SG,27,TOT,34,0,333,26,78,0.333,3,16,0.188,23,62,0.371,0.353,18,22,0.818,7,41,48,25,17,5,11,33,73,0.205,9.5,1.5,-4.1,1.5,13.7,0.4,0.282,-5.5,2.4,-0.2,6.8,2.5,11.1,8.1,0.416,12.9,-0.2,0.2,0.03,308493.0,336441.0
Josh Hart,SF,25,NOP,47,4,1349,151,344,0.439,63,193,0.326,88,151,0.583,0.531,69,89,0.775,53,324,377,109,38,12,49,111,434,0.561,10.6,0.8,-0.8,0.3,26.1,1.3,0.259,-1.1,4.3,1.4,12.2,1.4,11.3,15.2,0.566,13.5,0.4,2.7,0.097,12000000.0,13087170.0
Isaiah Hartenstein,C,22,TOT,46,2,559,94,171,0.55,2,6,0.333,92,165,0.558,0.556,46,71,0.648,65,116,181,55,19,39,44,104,236,0.035,15.3,6.5,-0.9,1.5,23.7,0.9,0.415,-2.4,13.0,0.7,17.9,1.7,17.9,18.2,0.583,19.2,0.2,1.6,0.134,1729217.0,1885879.0
Udonis Haslem,C,40,MIA,1,0,3,2,2,1.0,0,0,0.0,2,2,1.0,1.0,0,0,0.0,0,1,1,0,0,0,0,0,4,0.0,0.0,0.0,31.1,7.0,37.5,0.0,0.0,24.1,0.0,0.0,54.6,0.0,0.0,19.1,1.0,30.1,0.0,0.0,0.475,2641691.0,2881021.0
Jaxson Hayes,C,20,NOP,60,3,964,175,280,0.625,6,14,0.429,169,266,0.635,0.636,93,120,0.775,92,165,257,35,25,38,39,101,449,0.05,5.2,3.7,0.6,0.0,18.6,1.0,0.429,0.6,10.4,2.6,19.1,1.2,10.5,14.5,0.675,16.2,0.6,3.5,0.176,5348280.0,5832821.0
Killian Hayes,PG,19,DET,26,18,670,71,201,0.353,20,72,0.278,51,129,0.395,0.403,14,17,0.824,6,63,69,138,27,10,83,57,176,0.358,29.7,1.3,-7.2,-0.9,10.6,0.6,0.085,-6.3,1.0,-1.8,5.3,2.0,28.5,5.7,0.422,19.0,-0.9,-1.1,-0.081,5572680.0,6077551.0
Gordon Hayward,SF,30,CHO,44,44,1496,311,658,0.473,85,205,0.415,226,453,0.499,0.537,156,185,0.843,37,221,258,181,52,14,91,74,863,0.312,19.5,0.9,1.6,-0.1,16.3,1.4,0.281,1.6,2.6,2.2,17.6,1.7,11.0,9.3,0.584,23.9,1.4,3.5,0.114,29925000.0,32636132.0
Tyler Herro,SG,21,MIA,54,15,1635,307,699,0.439,107,297,0.36,200,402,0.498,0.516,94,117,0.803,25,243,268,184,35,17,101,71,815,0.425,18.0,1.1,-1.3,-1.0,16.7,1.6,0.167,-0.3,1.8,0.1,13.3,1.1,11.9,9.4,0.543,23.5,0.3,1.7,0.049,4004280.0,4367058.0
Buddy Hield,SG,28,SAC,71,71,2433,403,992,0.406,282,721,0.391,121,271,0.446,0.548,88,104,0.846,29,305,334,257,63,30,130,175,1176,0.727,14.7,1.0,-0.6,-1.6,14.1,0.7,0.105,1.0,1.3,1.5,12.8,1.2,11.1,7.6,0.567,20.7,0.9,2.2,0.044,23073234.0,25163613.0
George Hill,PG,34,TOT,30,17,672,95,197,0.482,31,80,0.388,64,117,0.547,0.561,40,50,0.8,16,45,61,73,23,5,31,31,261,0.406,16.0,0.7,-1.2,-0.2,7.2,0.6,0.254,-1.0,2.6,0.9,13.1,1.6,12.4,4.9,0.596,15.9,0.1,1.4,0.1,5275491.0,5753437.0
Solomon Hill,PF,29,ATL,71,16,1513,107,298,0.359,68,212,0.321,39,86,0.453,0.473,35,46,0.761,42,172,214,75,50,11,42,116,317,0.711,6.4,0.6,-2.5,0.5,12.2,1.2,0.154,-3.0,3.1,0.1,6.7,1.6,11.7,7.7,0.498,10.4,-0.2,1.3,0.04,2389641.0,2606136.0
Nate Hinton,SG,21,DAL,21,0,93,15,42,0.357,4,19,0.211,11,23,0.478,0.405,7,10,0.7,1,8,9,8,7,2,5,8,41,0.452,12.4,2.0,-3.4,1.0,9.4,0.1,0.238,-4.5,1.2,-0.2,10.4,3.7,9.7,5.3,0.442,24.4,0.0,0.0,-0.015,96213.0,104929.0
Jaylen Hoard,SF,21,OKC,19,0,320,44,88,0.5,0,11,0.0,44,77,0.571,0.5,28,41,0.683,21,44,65,24,13,5,17,19,116,0.125,11.2,1.4,-2.5,-0.3,14.5,0.3,0.466,-2.2,6.7,0.2,13.4,1.9,13.8,10.6,0.547,16.3,0.0,0.5,0.07,191860.0,209242.0
Aaron Holiday,PG,24,IND,66,8,1176,170,436,0.39,67,182,0.368,103,254,0.406,0.467,68,83,0.819,15,74,89,123,46,13,66,94,475,0.417,14.0,0.9,-4.2,-0.9,6.8,0.8,0.19,-3.3,1.4,-0.6,9.2,1.8,12.3,4.1,0.503,19.5,-0.7,0.2,0.009,3980551.0,4341179.0
Jrue Holiday,PG,30,MIL,59,56,1907,414,823,0.503,111,283,0.392,303,540,0.561,0.57,107,136,0.787,73,195,268,357,96,37,127,98,1046,0.344,26.3,1.7,3.4,0.6,10.4,2.2,0.165,2.8,4.2,4.3,20.0,2.4,12.6,7.4,0.592,22.2,2.6,6.6,0.165,31171333.0,33995380.0
Justin Holiday,SG,31,IND,72,52,2183,258,625,0.413,173,453,0.382,85,172,0.494,0.551,67,85,0.788,32,224,256,119,74,41,54,135,756,0.725,7.0,1.5,-1.0,-0.1,11.1,1.8,0.136,-0.9,1.6,1.4,10.4,1.6,7.5,6.4,0.571,14.0,0.6,3.1,0.069,6006420.0,6550587.0
Richaun Holmes,C,27,SAC,61,61,1782,366,575,0.637,2,11,0.182,364,564,0.645,0.638,135,170,0.794,144,360,504,101,39,96,75,213,869,0.019,8.3,4.6,0.6,0.0,22.7,1.4,0.296,0.6,8.8,4.7,20.2,1.1,10.3,15.7,0.669,17.5,1.2,6.1,0.165,10384500.0,11325310.0
Rodney Hood,SF,28,TOT,55,5,942,94,260,0.362,34,113,0.301,60,147,0.408,0.427,24,28,0.857,23,80,103,53,24,7,36,74,246,0.435,7.5,0.7,-6.4,-1.4,9.4,0.3,0.108,-4.9,2.6,-0.7,5.6,1.2,11.7,5.9,0.452,14.1,-1.0,-0.4,-0.019,2239544.0,2442441.0
Al Horford,C,34,OKC,28,28,782,162,360,0.45,56,152,0.368,106,208,0.51,0.528,18,22,0.818,29,159,188,94,25,26,29,48,398,0.422,20.1,2.9,3.4,1.4,21.4,0.9,0.061,2.0,3.8,0.8,17.4,1.5,7.3,12.5,0.538,21.6,1.1,1.6,0.101,27000000.0,29446134.0
Talen Horton-Tucker,SG,20,LAL,65,4,1304,224,489,0.458,37,131,0.282,187,358,0.522,0.496,100,129,0.775,25,144,169,181,63,21,105,127,585,0.268,20.8,1.4,-1.2,1.5,12.3,2.2,0.264,-2.6,2.2,-0.1,12.9,2.4,16.1,7.3,0.536,21.7,0.3,2.1,0.078,9500000.0,10360677.0
Dwight Howard,C,35,PHI,69,6,1196,178,303,0.587,5,20,0.25,173,283,0.611,0.596,121,210,0.576,190,390,580,61,30,62,112,200,482,0.066,7.2,4.7,-1.5,0.6,35.3,2.6,0.693,-2.1,17.8,1.3,17.8,1.2,22.1,26.7,0.61,18.2,0.1,4.0,0.159,2641691.0,2881021.0
Markus Howard,SG,21,DEN,37,1,205,40,106,0.377,18,65,0.277,22,41,0.537,0.462,7,9,0.778,1,20,21,18,4,1,18,23,105,0.613,12.6,0.5,-8.7,-3.2,11.0,0.1,0.085,-5.5,0.6,-0.4,6.4,1.0,14.1,5.8,0.477,27.2,-0.3,-0.3,-0.068,462629.0,504542.0
Kevin Huerter,SG,22,ATL,69,49,2126,316,731,0.432,140,386,0.363,176,345,0.51,0.528,50,64,0.781,38,193,231,241,82,18,79,165,822,0.528,16.3,0.7,-0.3,0.4,9.7,1.7,0.088,-0.6,2.0,1.9,12.2,1.9,9.4,6.0,0.541,17.2,1.0,3.6,0.08,4253357.0,4638700.0
Elijah Hughes,SF,22,UTA,18,0,64,10,30,0.333,8,23,0.348,2,7,0.286,0.467,3,4,0.75,1,8,9,6,1,1,6,1,31,0.767,13.4,1.3,-2.8,-1.3,12.7,0.1,0.133,-1.4,1.7,-0.1,8.4,0.8,15.9,7.5,0.488,25.4,0.0,0.0,-0.013,1517981.0,1655506.0
De'Andre Hunter,SF,23,ATL,23,19,678,120,248,0.484,31,95,0.326,89,153,0.582,0.546,73,85,0.859,17,93,110,44,19,12,29,59,344,0.383,9.7,1.6,1.2,0.6,14.7,0.6,0.343,0.6,2.8,1.2,15.7,1.4,9.2,8.9,0.603,20.2,0.5,1.7,0.123,7775400.0,8479832.0
Chandler Hutchison,SF,24,TOT,25,1,346,39,103,0.379,8,22,0.364,31,81,0.383,0.417,21,25,0.84,6,72,78,17,12,5,20,33,107,0.214,6.3,1.2,-5.6,0.2,22.2,0.4,0.243,-5.7,1.9,-0.5,6.8,1.6,14.9,12.1,0.469,16.2,-0.3,-0.1,-0.007,4224186.0,4606886.0
Serge Ibaka,C,31,LAC,41,39,955,186,365,0.51,39,115,0.339,147,250,0.588,0.563,43,53,0.811,73,202,275,74,9,47,44,76,454,0.315,11.5,4.4,1.4,0.2,23.1,1.3,0.145,1.2,8.9,1.7,18.2,0.5,10.2,16.2,0.585,20.1,0.8,3.0,0.15,9720900.0,10601590.0
Andre Iguodala,SF,37,MIA,63,5,1339,95,248,0.383,60,182,0.33,35,66,0.53,0.504,25,38,0.658,38,183,221,142,57,35,67,90,275,0.734,14.3,2.7,-0.4,1.8,15.4,1.8,0.153,-2.2,3.3,-0.1,9.2,2.1,20.2,9.4,0.519,11.2,0.5,1.7,0.062,2641691.0,2881021.0
Joe Ingles,SF,33,UTA,67,30,1867,275,562,0.489,183,406,0.451,92,156,0.59,0.652,76,90,0.844,27,217,244,318,45,12,117,120,809,0.722,24.0,0.5,3.5,0.9,11.8,2.3,0.16,2.6,1.6,4.7,15.9,1.2,16.3,6.9,0.672,16.6,2.6,7.0,0.18,13036364.0,14217427.0
Brandon Ingram,SF,23,NOP,61,61,2093,513,1101,0.466,143,375,0.381,370,726,0.51,0.531,281,320,0.878,34,265,299,296,42,36,154,124,1450,0.341,22.4,1.6,2.2,-1.1,13.7,1.3,0.291,3.3,1.8,3.9,19.2,1.0,11.0,7.8,0.584,28.0,2.2,5.3,0.12,29467800.0,32137511.0
Kyrie Irving,PG,28,BRK,54,54,1886,549,1086,0.506,152,378,0.402,397,708,0.561,0.576,201,218,0.922,52,205,257,324,76,37,130,140,1451,0.348,28.6,1.7,5.5,-0.2,11.4,1.6,0.201,5.7,3.2,5.8,24.4,1.9,9.9,7.5,0.614,30.4,3.6,7.4,0.189,35328700.0,38529394.0
Frank Jackson,PG,22,DET,40,6,738,134,293,0.457,61,150,0.407,73,143,0.51,0.561,61,75,0.813,15,71,86,36,15,1,34,53,390,0.512,7.9,0.1,-1.7,-1.6,10.8,0.4,0.256,-0.1,2.2,0.7,13.2,1.0,9.4,6.5,0.598,21.3,0.1,1.2,0.076,3000000.0,3271792.0
Josh Jackson,SG,23,DET,62,25,1560,296,707,0.419,77,257,0.3,219,450,0.487,0.473,159,218,0.729,57,197,254,143,53,47,142,178,828,0.364,15.1,2.6,-3.0,-0.5,14.2,1.7,0.308,-2.5,4.0,-1.6,12.0,1.7,15.0,9.1,0.516,26.5,-0.4,0.1,0.004,5005350.0,5458822.0
Justin Jackson,SF,25,TOT,34,3,577,89,221,0.403,36,117,0.308,53,104,0.51,0.484,31,37,0.838,16,61,77,52,15,2,32,32,245,0.529,13.9,0.3,-3.5,-1.2,11.1,0.3,0.167,-2.3,2.9,-0.1,10.4,1.2,11.9,6.9,0.516,19.8,-0.2,0.2,0.018,308493.0,336441.0
Reggie Jackson,SG,30,LAC,67,43,1544,263,585,0.45,122,282,0.433,141,303,0.465,0.554,67,82,0.817,24,168,192,205,41,7,74,127,715,0.482,19.0,0.4,0.4,-0.2,11.9,1.4,0.14,0.6,1.8,2.3,14.2,1.3,10.6,7.0,0.576,19.9,0.9,3.7,0.115,10384500.0,11325310.0
Justin James,SF,24,SAC,36,0,310,52,111,0.468,14,38,0.368,38,73,0.521,0.532,21,36,0.583,9,21,30,22,8,3,15,23,139,0.342,9.9,0.8,-4.3,-2.3,7.6,0.0,0.324,-2.0,3.2,0.1,11.3,1.2,10.6,5.4,0.548,19.7,-0.2,0.1,0.02,95930.0,104621.0
LeBron James,PG,36,LAL,45,45,1504,422,823,0.513,104,285,0.365,318,538,0.591,0.576,178,255,0.698,29,317,346,350,48,25,168,70,1126,0.346,41.8,1.5,8.1,2.3,23.6,2.6,0.31,5.9,2.2,3.0,24.2,1.6,15.2,12.9,0.602,31.9,3.8,5.6,0.179,41180544.0,44911401.0
DaQuan Jeffries,SG,23,TOT,31,5,493,50,120,0.417,20,67,0.299,30,53,0.566,0.5,7,8,0.875,19,52,71,22,15,10,14,48,127,0.558,6.1,1.8,-4.7,-1.1,11.8,0.2,0.067,-3.6,4.1,0.0,7.9,1.4,10.2,7.8,0.514,11.9,-0.3,0.3,0.027,95930.0,104621.0
Ty Jerome,SG,23,OKC,33,1,788,128,287,0.446,71,168,0.423,57,119,0.479,0.57,26,34,0.765,10,81,91,120,20,6,47,61,353,0.585,23.7,0.7,-0.7,-0.8,10.8,0.4,0.118,0.1,1.3,0.9,13.4,1.2,13.5,6.0,0.585,18.8,0.3,1.3,0.079,2412840.0,2631437.0
Isaiah Joe,SG,21,PHI,41,1,383,48,133,0.361,39,106,0.368,9,27,0.333,0.508,18,24,0.75,6,30,36,20,12,4,11,34,153,0.797,7.2,0.9,-3.0,-1.0,8.5,0.4,0.18,-2.0,1.8,0.2,9.5,1.5,7.1,5.2,0.533,17.4,-0.1,0.6,0.078,1517981.0,1655506.0
Alize Johnson,PF,24,BRK,18,0,189,40,68,0.588,1,6,0.167,39,62,0.629,0.596,13,13,1.0,27,63,90,14,5,5,9,16,94,0.088,10.9,2.3,2.7,0.0,35.0,0.3,0.191,2.7,16.6,0.6,23.5,1.3,10.9,26.3,0.638,19.1,0.2,0.9,0.227,1003740.0,1094675.0
Cameron Johnson,PF,24,PHO,60,11,1437,203,483,0.42,117,335,0.349,86,148,0.581,0.541,50,59,0.847,33,166,199,86,37,16,40,85,573,0.694,8.0,1.0,-0.2,-0.2,12.9,1.4,0.122,0.0,2.6,1.2,11.8,1.3,7.3,7.9,0.563,17.0,0.7,2.6,0.086,4437000.0,4838981.0
James Johnson,PF,33,TOT,51,12,1043,146,327,0.446,31,120,0.258,115,207,0.556,0.494,45,76,0.592,32,145,177,98,42,42,55,120,368,0.367,12.9,3.8,-1.2,1.5,15.1,1.3,0.232,-2.7,3.4,-0.1,11.4,2.0,13.2,9.3,0.51,17.1,0.2,1.2,0.055,2641691.0,2881021.0
Keldon Johnson,SF,21,SAS,69,67,1968,338,705,0.479,60,181,0.331,278,524,0.531,0.522,145,196,0.74,93,319,412,121,40,24,78,142,881,0.257,8.9,1.0,-1.6,-0.7,17.6,1.7,0.278,-0.9,4.9,1.6,13.8,1.0,9.0,11.1,0.557,19.2,0.2,3.3,0.079,2145720.0,2340117.0
Stanley Johnson,PF,24,TOR,61,13,1006,89,233,0.382,45,137,0.328,44,96,0.458,0.479,44,55,0.8,29,124,153,89,52,18,54,116,267,0.588,12.0,1.8,-2.5,1.2,14.1,1.1,0.236,-3.8,3.1,-0.1,8.8,2.5,17.4,8.4,0.519,13.4,-0.1,1.0,0.048,1368998.0,1493025.0
Tyler Johnson,SG,28,BRK,39,3,684,72,183,0.393,48,132,0.364,24,51,0.471,0.525,18,21,0.857,6,71,77,47,14,0,17,43,210,0.721,8.7,0.0,-3.4,-1.0,10.9,0.3,0.115,-2.4,1.0,0.4,8.2,1.0,8.1,6.2,0.546,13.3,-0.2,0.7,0.049,257418.0,280738.0
Damian Jones,C,25,TOT,39,10,547,70,103,0.68,1,5,0.2,69,98,0.704,0.684,42,58,0.724,36,85,121,29,11,29,26,77,183,0.049,7.0,4.6,-1.4,0.8,17.4,0.5,0.563,-2.2,7.3,1.0,14.6,1.0,16.8,12.3,0.712,12.3,0.1,1.6,0.138,1977011.0,2156123.0
Mason Jones,SG,22,TOT,32,1,334,52,123,0.423,24,66,0.364,28,57,0.491,0.52,40,64,0.625,7,48,55,42,7,1,29,24,168,0.537,18.9,0.3,-2.7,-1.2,16.0,0.2,0.52,-1.4,2.2,0.0,12.1,1.0,16.1,8.8,0.556,23.0,-0.1,0.2,0.028,295125.0,321862.0
Tre Jones,PG,21,SAS,37,1,269,37,78,0.474,3,5,0.6,34,73,0.466,0.494,17,19,0.895,8,13,21,39,8,0,13,13,94,0.064,20.0,0.0,-3.5,-1.3,5.2,0.1,0.244,-2.2,3.1,0.2,12.1,1.4,13.1,4.2,0.544,16.1,-0.1,0.4,0.066,1517981.0,1655506.0
Tyus Jones,PG,24,MEM,70,9,1222,178,413,0.431,45,140,0.321,133,273,0.487,0.485,41,45,0.911,21,119,140,259,64,6,48,31,442,0.339,28.6,0.4,0.8,0.9,10.4,1.3,0.109,-0.1,1.8,1.5,15.0,2.5,10.0,6.1,0.511,16.6,0.9,2.8,0.11,8376286.0,9135157.0
DeAndre Jordan,C,32,BRK,57,43,1246,190,249,0.763,0,1,0.0,190,248,0.766,0.763,46,92,0.5,117,310,427,93,17,65,85,116,426,0.004,10.1,4.6,1.0,1.0,26.1,1.5,0.369,0.1,10.9,2.4,17.1,0.7,22.7,18.9,0.736,13.1,0.9,3.9,0.152,11109327.0,12115804.0
Cory Joseph,PG,29,TOT,63,13,1446,200,426,0.469,45,132,0.341,155,294,0.527,0.522,72,88,0.818,35,124,159,213,61,18,79,139,517,0.31,21.4,1.1,-1.8,0.0,9.7,0.8,0.207,-1.8,2.7,1.3,12.5,2.0,14.5,6.1,0.556,16.3,0.1,2.1,0.069,7310000.0,7972268.0
Mfiondu Kabengele,PF,23,TOT,39,0,280,33,89,0.371,13,50,0.26,20,39,0.513,0.444,16,20,0.8,12,48,60,17,8,13,15,36,95,0.562,8.7,4.1,-4.3,0.1,19.4,0.3,0.225,-4.3,4.7,-0.2,9.5,1.4,13.3,12.0,0.486,17.7,-0.2,0.2,0.026,19186.0,20924.0
Frank Kaminsky,C,27,PHO,47,13,715,121,257,0.471,31,85,0.365,90,172,0.523,0.531,37,60,0.617,36,152,188,79,14,17,22,70,310,0.331,15.3,2.1,1.3,0.8,23.7,0.9,0.233,0.4,5.8,1.1,15.8,1.0,7.2,14.9,0.547,19.0,0.6,2.0,0.133,2089448.0,2278746.0
Luke Kennard,SG,24,LAC,63,17,1232,197,414,0.476,100,224,0.446,97,190,0.511,0.597,26,31,0.839,15,146,161,104,23,9,48,91,520,0.541,11.9,0.7,-0.2,-0.5,13.0,1.1,0.075,0.3,1.4,1.6,12.7,0.9,10.1,7.3,0.608,17.1,0.6,2.7,0.105,13347727.0,14556998.0
Louis King,SF,21,SAC,6,1,85,17,34,0.5,4,11,0.364,13,23,0.565,0.559,6,6,1.0,5,13,18,9,7,3,4,9,44,0.324,15.4,3.0,4.9,2.5,17.2,0.1,0.176,2.3,6.4,0.2,21.2,4.0,9.8,11.8,0.6,20.6,0.1,0.3,0.16,316396.0,345060.0
Maxi Kleber,PF,29,DAL,50,40,1341,116,275,0.422,87,212,0.41,29,63,0.46,0.58,34,37,0.919,47,213,260,68,24,35,30,105,353,0.771,6.6,2.4,0.0,0.5,17.4,1.3,0.135,-0.5,3.9,1.6,10.6,0.9,9.3,10.7,0.606,10.6,0.7,2.9,0.103,8750000.0,9542728.0
Nathan Knight,PF,23,ATL,33,0,279,37,100,0.37,6,33,0.182,31,67,0.463,0.4,44,55,0.8,27,45,72,8,9,10,15,22,124,0.33,4.0,3.2,-3.7,-1.0,17.3,0.3,0.55,-2.6,10.8,0.1,13.9,1.6,10.8,14.1,0.499,21.7,-0.1,0.4,0.07,462629.0,504542.0
Kevin Knox,SF,21,NYK,42,0,464,56,143,0.392,35,89,0.393,21,54,0.389,0.514,16,20,0.8,10,51,61,19,12,6,17,37,163,0.622,5.9,1.2,-1.4,0.4,11.8,0.6,0.14,-1.7,2.4,0.0,9.1,1.3,10.1,7.1,0.537,16.2,0.1,0.6,0.065,5845978.0,6375609.0
John Konchar,SG,24,MEM,43,0,575,69,138,0.5,21,56,0.375,48,82,0.585,0.576,25,30,0.833,35,93,128,47,30,9,18,40,184,0.406,10.7,1.4,1.2,1.4,17.3,0.8,0.217,-0.2,6.4,0.9,14.8,2.5,10.6,11.8,0.608,12.4,0.5,1.7,0.145,2200000.0,2399314.0
Furkan Korkmaz,SG,23,PHI,55,11,1062,170,424,0.401,101,269,0.375,69,155,0.445,0.52,60,82,0.732,17,96,113,82,49,9,46,64,501,0.634,11.1,0.8,-0.1,0.2,9.8,1.5,0.193,-0.3,1.8,0.6,12.8,2.2,9.1,5.9,0.544,20.5,0.5,2.0,0.092,4629630.0,5049063.0
Luke Kornet,C-PF,25,TOT,31,2,348,44,101,0.436,15,59,0.254,29,42,0.69,0.51,3,6,0.5,14,53,67,24,4,32,7,20,106,0.584,9.5,8.5,0.8,1.6,17.0,0.5,0.059,-0.8,4.4,0.2,13.3,0.6,6.3,10.7,0.511,13.7,0.3,0.7,0.095,812364.0,885961.0
Kyle Kuzma,SF,25,LAL,68,32,1954,335,757,0.443,137,380,0.361,198,377,0.525,0.533,67,97,0.691,108,309,417,127,35,41,113,121,874,0.502,9.8,1.9,-0.4,-0.1,17.7,2.9,0.128,-0.4,6.3,0.4,12.7,0.9,12.4,12.0,0.546,20.3,0.8,3.3,0.08,13000000.0,14177768.0
Anthony Lamb,SF,23,HOU,24,3,415,46,118,0.39,23,71,0.324,23,47,0.489,0.487,18,21,0.857,27,43,70,23,6,5,19,34,133,0.602,7.9,1.1,-6.1,-2.7,11.5,0.1,0.178,-3.4,6.7,0.1,8.7,0.7,13.0,9.0,0.523,15.0,-0.4,0.2,0.023,136095.0,148424.0
Jeremy Lamb,SG,28,IND,36,8,765,120,276,0.435,52,128,0.406,68,148,0.459,0.529,71,75,0.947,25,106,131,53,34,23,22,72,363,0.464,9.4,2.4,1.4,0.7,14.9,0.9,0.272,0.7,3.6,1.2,15.8,2.1,6.6,9.3,0.587,18.4,0.7,2.1,0.132,10500000.0,11451274.0
Romeo Langford,SG,21,BOS,18,4,283,21,59,0.356,5,18,0.278,16,41,0.39,0.398,9,12,0.75,12,23,35,13,6,5,10,24,56,0.305,5.9,1.7,-4.6,0.2,9.1,0.2,0.203,-4.9,4.7,-0.2,5.1,1.0,13.5,6.9,0.436,11.3,-0.2,0.0,0.003,3804360.0,4149025.0
Zach LaVine,SG,25,CHI,58,58,2034,569,1123,0.507,200,477,0.419,369,646,0.571,0.596,253,298,0.849,36,253,289,282,46,27,203,138,1591,0.425,23.4,1.2,4.0,-0.8,13.6,1.8,0.265,4.9,2.0,4.0,21.5,1.1,13.9,7.9,0.634,31.0,3.1,5.9,0.138,19500000.0,21266652.0
Jake Layman,SF,26,MIN,45,11,627,91,184,0.495,23,78,0.295,68,106,0.642,0.557,26,37,0.703,13,54,67,28,29,19,26,44,231,0.424,6.4,2.6,-2.1,0.2,9.7,0.5,0.201,-2.2,2.2,0.2,11.4,2.2,11.5,5.8,0.577,15.1,0.0,0.7,0.051,3940184.0,4297155.0
Damion Lee,SG,28,GSW,57,1,1079,128,274,0.467,77,194,0.397,51,80,0.638,0.608,40,44,0.909,22,158,180,73,38,8,30,89,373,0.708,9.1,0.7,0.2,0.9,15.4,1.3,0.161,-0.7,2.2,1.4,11.8,1.7,9.3,8.9,0.636,12.8,0.6,2.7,0.119,1910860.0,2083979.0
Saben Lee,PG,21,DET,48,7,781,99,210,0.471,8,23,0.348,91,187,0.487,0.49,61,89,0.685,20,77,97,174,32,13,55,76,267,0.11,33.2,1.5,-2.0,0.2,11.1,0.8,0.424,-2.1,2.8,0.7,13.8,2.0,18.1,6.9,0.536,17.0,0.0,1.5,0.091,1489065.0,1623970.0
Alex Len,C,27,TOT,64,42,979,171,278,0.615,8,25,0.32,163,253,0.644,0.629,73,116,0.629,78,182,260,49,20,64,55,127,423,0.09,7.0,5.6,-0.1,1.0,19.7,1.3,0.417,-1.2,8.5,1.5,16.4,0.9,14.3,14.1,0.643,16.3,0.5,2.7,0.133,3732000.0,4070110.0
Kawhi Leonard,SF,29,LAC,52,52,1773,465,908,0.512,101,254,0.398,364,654,0.557,0.568,261,295,0.885,55,282,337,269,81,21,105,82,1292,0.28,24.9,1.1,7.3,1.3,17.4,2.4,0.325,6.0,3.6,6.4,26.0,2.3,9.2,10.7,0.622,28.6,4.2,8.8,0.238,39344900.0,42909452.0
Caris LeVert,SG,26,TOT,47,39,1486,359,814,0.441,84,258,0.326,275,556,0.495,0.493,146,180,0.811,33,181,214,245,66,30,102,105,948,0.317,25.4,1.7,0.4,-0.5,13.1,1.5,0.221,0.9,2.5,0.9,17.8,2.1,10.2,7.8,0.531,28.7,0.9,2.4,0.077,17500000.0,19085457.0
Damian Lillard,PG,30,POR,67,67,2398,602,1334,0.451,275,704,0.391,327,630,0.519,0.554,449,484,0.928,32,251,283,505,62,17,203,102,1928,0.528,34.6,0.6,6.3,-1.3,11.5,0.8,0.363,7.5,1.4,9.6,25.6,1.3,11.6,6.3,0.623,31.4,5.0,10.4,0.209,39344900.0,42909452.0
Nassir Little,PF,20,POR,48,2,640,78,167,0.467,28,80,0.35,50,87,0.575,0.551,36,45,0.8,32,96,128,23,5,13,18,51,220,0.479,4.9,1.8,-2.7,-1.6,16.5,0.2,0.269,-1.1,5.2,0.9,11.6,0.4,8.8,10.7,0.589,13.8,-0.1,1.1,0.082,2316240.0,2526085.0
Kevon Looney,C,24,GSW,61,34,1161,108,197,0.548,4,17,0.235,104,180,0.578,0.558,31,48,0.646,117,205,322,119,21,22,37,136,251,0.086,13.4,1.7,-0.9,1.0,18.6,1.4,0.244,-1.8,10.9,2.0,11.9,0.8,14.5,14.8,0.575,9.4,0.3,3.4,0.139,5178572.0,5647738.0
Brook Lopez,C,32,MIL,70,70,1902,322,640,0.503,95,281,0.338,227,359,0.632,0.577,120,142,0.845,104,243,347,50,40,103,64,149,859,0.439,3.5,4.8,0.0,0.0,13.0,2.2,0.222,0.0,6.0,3.1,15.4,1.0,8.3,9.6,0.611,16.9,0.9,5.3,0.133,13302325.0,14507483.0
Robin Lopez,C,32,WAS,71,9,1354,269,425,0.633,5,18,0.278,264,407,0.649,0.639,99,137,0.723,141,131,272,55,15,44,75,109,642,0.042,5.9,2.7,-1.0,-1.2,10.2,0.9,0.322,0.2,11.1,2.8,16.7,0.5,13.4,10.6,0.661,17.1,0.4,3.7,0.131,5000000.0,5452987.0
Didi Louzada,SF,21,NOP,3,0,56,3,13,0.231,2,8,0.25,1,5,0.2,0.308,0,0,0.0,1,2,3,3,2,0,3,5,8,0.615,6.5,0.0,-9.6,-1.8,3.9,0.0,0.0,-7.8,1.9,-0.1,-0.9,1.7,18.8,2.9,0.308,12.0,-0.1,-0.1,-0.099,1786878.0,1948764.0
