Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,SalaryAdj
Marquis Daniels,SG,31,BOS,38,0,484,52,143,0.364,0,10,0.0,52,133,0.391,0.364,17,23,0.739,16,50,66,47,21,9,28,36,121,0.07,15.5,1.4,-3.1,1.4,11.6,0.9,0.161,-4.5,4.1,-0.8,8.1,2.3,15.5,8.0,0.395,18.0,-0.1,0.1,0.008,1229255.0,1587262.0
Baron Davis,PG,32,NYK,29,14,595,68,184,0.37,26,85,0.306,42,99,0.424,0.44,16,24,0.667,13,43,56,135,34,3,76,61,178,0.462,36.2,0.4,-2.1,-0.2,8.4,0.8,0.13,-1.9,2.5,-0.7,10.0,2.9,28.1,5.4,0.457,20.4,0.0,0.2,0.014,14850000.0,19174902.0
Ed Davis,PF,22,TOR,66,9,1534,172,335,0.513,0,1,0.0,172,334,0.515,0.513,71,106,0.67,134,304,438,60,40,63,67,156,415,0.003,6.5,3.4,-0.3,0.8,23.0,2.3,0.316,-1.2,10.4,1.6,14.2,1.4,14.9,16.7,0.544,13.8,0.7,3.9,0.121,2207040.0,2849816.0
Glen Davis,PF,26,ORL,61,13,1427,225,534,0.421,2,14,0.143,223,520,0.429,0.423,114,167,0.683,107,224,331,47,43,19,75,106,566,0.026,5.9,1.0,-3.2,-0.7,18.4,1.7,0.313,-2.4,8.5,0.0,13.2,1.6,11.0,13.4,0.466,22.4,-0.4,1.7,0.057,6400000.0,8263931.0
Austin Daye,SF,23,DET,41,4,603,73,227,0.322,13,62,0.21,60,165,0.364,0.35,35,43,0.814,14,77,91,33,22,21,40,62,194,0.273,9.2,2.8,-5.0,-0.1,15.8,0.6,0.189,-5.0,2.7,-1.3,7.1,2.0,14.0,9.0,0.394,21.9,-0.5,-0.6,-0.05,2958444.0,3820059.0
Carlos Delfino,SF,29,MIL,54,53,1537,182,453,0.402,86,239,0.36,96,214,0.449,0.497,38,48,0.792,20,188,208,123,79,10,66,99,488,0.528,11.9,0.5,-0.1,1.1,13.9,1.6,0.106,-1.1,1.4,0.8,11.7,2.6,12.2,7.5,0.515,15.5,0.8,2.4,0.075,3000000.0,3873717.0
Luol Deng,SF,26,CHI,54,54,2129,311,755,0.412,79,215,0.367,232,540,0.43,0.464,127,165,0.77,77,273,350,157,56,36,96,81,828,0.285,11.7,1.2,1.7,1.1,14.0,3.6,0.219,0.6,4.1,2.3,14.1,1.4,10.4,9.2,0.5,19.8,2.0,5.8,0.132,13326700.0,17207958.0
Justin Dentmon,PG,26,TOT,6,0,91,10,28,0.357,2,14,0.143,8,14,0.571,0.393,4,6,0.667,0,8,8,10,2,0,7,10,26,0.5,18.0,0.0,-7.0,-0.6,10.2,0.1,0.214,-6.4,0.0,-0.2,4.8,1.2,18.6,5.1,0.424,19.4,-0.1,-0.1,-0.049,44835.0,57892.0
DeMar DeRozan,SG,22,TOR,63,63,2206,381,903,0.422,24,92,0.261,357,811,0.44,0.435,268,331,0.81,40,171,211,128,48,17,123,162,1054,0.102,10.8,0.6,-2.7,-1.3,9.0,1.4,0.367,-1.4,2.1,1.1,12.8,1.2,10.5,5.6,0.503,25.0,-0.4,2.5,0.054,3344250.0,4318226.0
Boris Diaw,PF,29,TOT,57,35,1424,156,351,0.444,31,99,0.313,125,252,0.496,0.489,22,35,0.629,70,210,280,205,34,25,112,125,365,0.282,23.8,1.3,-1.8,-0.2,17.3,0.8,0.1,-1.6,5.5,-0.3,11.2,1.2,23.4,11.3,0.498,15.5,0.1,0.6,0.019,4500000.0,5810576.0
DeSagana Diop,C,30,CHA,27,9,325,15,42,0.357,0,0,0.0,15,42,0.357,0.357,1,6,0.167,33,52,85,23,6,13,19,36,31,0.0,11.0,3.0,-5.9,-0.2,19.0,0.2,0.143,-5.6,11.2,-0.3,6.8,1.0,29.9,15.0,0.347,9.0,-0.3,-0.2,-0.025,7372200.0,9519273.0
Keyon Dooling,SG,31,BOS,46,2,662,66,163,0.405,27,81,0.333,39,82,0.476,0.488,23,31,0.742,3,36,39,51,13,2,34,57,182,0.497,12.1,0.2,-4.3,-0.5,6.1,0.8,0.19,-3.8,0.6,-0.2,6.9,1.0,16.1,3.5,0.515,15.3,-0.4,0.6,0.042,1471491.0,1900046.0
Toney Douglas,PG,25,NYK,38,9,656,94,290,0.324,27,117,0.231,67,173,0.387,0.371,22,26,0.846,16,56,72,77,29,1,56,55,237,0.403,19.6,0.1,-5.6,-1.0,10.0,0.8,0.09,-4.7,2.8,-1.4,7.1,2.3,15.7,6.3,0.393,24.4,-0.6,-0.6,-0.046,2067880.0,2670127.0
Jared Dudley,SG,26,PHO,65,60,2020,312,643,0.485,80,209,0.383,232,434,0.535,0.547,119,164,0.726,95,206,301,112,49,19,72,107,823,0.325,8.8,0.7,1.2,-0.4,11.4,1.1,0.255,1.6,5.4,4.0,15.4,1.3,9.1,8.4,0.575,17.7,1.7,5.1,0.121,4250000.0,5487766.0
Chris Duhon,PG,29,ORL,63,9,1226,85,203,0.419,50,119,0.42,35,84,0.417,0.542,17,21,0.81,14,88,102,151,35,9,81,71,237,0.586,19.1,0.6,-1.8,0.6,8.4,0.9,0.103,-2.4,1.3,0.4,8.4,1.5,27.6,4.8,0.558,11.2,0.1,1.3,0.051,3680000.0,4751760.0
Mike Dunleavy,SF,31,MIL,55,3,1445,239,504,0.474,83,208,0.399,156,296,0.527,0.557,116,143,0.811,29,175,204,117,28,8,58,87,677,0.413,13.0,0.4,1.4,-0.9,13.7,0.9,0.284,2.3,2.2,3.5,16.6,1.0,9.3,7.8,0.597,19.0,1.3,4.4,0.146,3750000.0,4842147.0
Kevin Durant,SF,23,OKC,66,66,2546,643,1297,0.496,133,344,0.387,510,953,0.535,0.547,431,501,0.86,40,487,527,231,88,77,248,133,1850,0.265,17.5,2.2,7.0,0.8,20.4,3.7,0.386,6.2,1.9,8.5,26.2,1.8,14.0,11.8,0.61,31.3,5.8,12.2,0.23,17548838.0,22659748.0
Devin Ebanks,SG,22,LAL,24,12,396,37,89,0.416,0,9,0.0,37,80,0.463,0.416,23,35,0.657,26,28,54,12,11,6,18,26,97,0.101,4.6,1.1,-4.2,-0.5,7.6,0.3,0.393,-3.7,7.7,0.0,8.3,1.5,14.7,7.6,0.465,14.2,-0.2,0.3,0.033,1040000.0,1342888.0
Wayne Ellington,SG,24,MIN,51,4,973,122,302,0.404,35,108,0.324,87,194,0.448,0.462,32,40,0.8,14,85,99,33,26,10,26,56,311,0.358,5.5,0.7,-2.8,-0.2,9.7,0.5,0.132,-2.7,1.6,0.3,9.4,1.4,7.5,5.6,0.487,15.8,-0.2,0.8,0.041,2083042.0,2689705.0
Monta Ellis,SG,26,TOT,58,58,2120,450,1040,0.433,62,201,0.308,388,839,0.462,0.463,219,275,0.796,20,180,200,346,85,18,177,136,1181,0.193,28.6,0.6,-0.3,-1.3,9.6,0.9,0.264,1.0,1.1,1.6,17.5,2.1,13.2,5.3,0.509,28.7,0.9,2.6,0.059,11000000.0,14203631.0
Jeremy Evans,SF,24,UTA,29,0,217,27,42,0.643,0,1,0.0,27,41,0.659,0.643,8,16,0.5,19,31,50,13,6,24,5,23,62,0.024,9.1,8.8,5.0,3.5,16.6,0.3,0.381,1.5,9.9,0.6,19.6,1.5,9.3,13.2,0.632,11.2,0.4,0.9,0.193,1795000.0,2317774.0
Reggie Evans,PF,31,LAC,56,0,771,34,72,0.472,0,0,0.0,34,72,0.472,0.472,36,71,0.507,100,171,271,17,31,6,44,118,104,0.0,3.1,0.6,-3.7,-0.2,26.7,1.0,0.986,-3.5,15.3,0.2,9.2,2.2,29.9,20.9,0.504,8.8,-0.3,1.3,0.079,1622618.0,2095188.0
Tyreke Evans,SG,22,SAC,63,61,2162,408,900,0.453,20,99,0.202,388,801,0.484,0.464,201,258,0.779,64,225,289,283,84,29,171,136,1037,0.11,22.1,1.0,-0.6,-0.9,12.0,0.6,0.287,0.3,3.1,2.0,16.4,2.0,14.4,7.3,0.512,23.8,0.8,2.7,0.059,5251824.0,6781361.0
Christian Eyenga,SF,22,TOT,7,0,102,6,25,0.24,1,3,0.333,5,22,0.227,0.26,4,8,0.5,4,10,14,5,3,5,3,7,17,0.12,7.5,3.7,-5.6,-0.4,11.5,0.1,0.32,-5.1,4.4,-0.2,4.8,1.5,9.5,7.8,0.298,14.0,-0.1,-0.1,-0.061,1174080.0,1516018.0
Kenneth Faried,PF,22,DEN,46,39,1037,181,309,0.586,0,0,0.0,181,309,0.586,0.586,109,164,0.665,142,210,352,36,34,47,54,116,471,0.0,5.5,3.6,2.2,-0.2,22.9,1.3,0.531,2.4,16.5,3.2,21.9,1.7,12.4,19.8,0.618,18.7,1.1,4.6,0.212,1348800.0,1741623.0
Jordan Farmar,PG,25,NJN,39,5,831,147,315,0.467,55,125,0.44,92,190,0.484,0.554,57,63,0.905,7,54,61,129,24,2,68,49,406,0.397,29.0,0.2,0.4,-2.1,7.8,0.0,0.2,2.5,1.0,1.8,17.4,1.5,16.6,4.3,0.592,22.6,0.5,1.8,0.104,1500000.0,1936858.0
Derrick Favors,PF,20,UTA,65,9,1376,222,445,0.499,0,0,0.0,222,445,0.499,0.499,126,194,0.649,158,267,425,43,38,65,103,145,570,0.0,5.0,3.8,-1.1,-0.5,22.5,1.6,0.436,-0.6,13.0,1.4,17.1,1.4,16.3,17.7,0.537,20.7,0.3,3.0,0.105,4753320.0,6137673.0
Raymond Felton,PG,27,POR,60,56,1906,261,642,0.407,62,203,0.305,199,439,0.453,0.455,100,124,0.806,27,122,149,390,78,10,170,122,684,0.316,33.3,0.4,-1.5,-1.2,7.6,1.0,0.193,-0.3,1.6,0.7,13.4,2.2,19.6,4.6,0.491,20.8,0.2,1.7,0.042,4000000.0,5164956.0
Landry Fields,SG,23,NYK,66,62,1894,236,513,0.46,31,121,0.256,205,392,0.523,0.49,77,137,0.562,59,219,278,169,79,17,102,99,580,0.236,14.5,0.7,0.0,1.1,13.5,2.6,0.267,-1.1,3.6,0.8,12.0,2.1,15.1,8.5,0.506,16.0,1.0,3.4,0.085,5000000.0,6456196.0
Derek Fisher,PG,37,TOT,63,43,1508,129,348,0.371,35,109,0.321,94,239,0.393,0.421,57,67,0.851,12,109,121,170,51,4,73,117,350,0.313,16.7,0.2,-3.3,0.4,7.7,1.1,0.193,-3.7,0.9,0.1,8.0,1.8,16.2,4.5,0.464,13.6,-0.5,1.2,0.038,1519214.0,1961668.0
Gary Forbes,SG,26,TOR,48,2,713,112,271,0.413,29,83,0.349,83,188,0.441,0.467,66,91,0.725,27,75,102,54,24,4,54,56,319,0.306,13.7,0.5,-1.0,-0.6,12.2,0.7,0.336,-0.4,4.5,0.1,13.3,1.8,14.8,8.4,0.513,24.1,0.2,0.8,0.053,1500000.0,1936858.0
Randy Foye,SG,28,LAC,65,48,1682,256,644,0.398,127,329,0.386,129,315,0.41,0.496,73,85,0.859,25,113,138,146,46,24,73,130,712,0.511,14.2,1.2,0.2,-0.9,8.1,0.8,0.132,1.1,1.7,2.4,13.5,1.5,9.7,4.9,0.522,20.7,0.9,3.2,0.092,2500000.0,3228098.0
Jimmer Fredette,PG,22,SAC,61,7,1135,172,446,0.386,78,216,0.361,94,230,0.409,0.473,40,48,0.833,17,56,73,108,30,3,67,73,462,0.484,15.1,0.2,-3.4,-2.5,5.7,-0.2,0.108,-0.9,1.6,0.5,10.8,1.3,12.5,3.5,0.495,20.4,-0.4,0.3,0.012,2406240.0,3107031.0
Channing Frye,PF,28,PHO,64,59,1669,255,613,0.416,91,263,0.346,164,350,0.469,0.49,73,82,0.89,71,308,379,88,42,70,63,176,674,0.429,8.3,3.0,0.9,0.7,20.6,1.9,0.134,0.2,4.8,1.8,14.9,1.3,8.8,12.8,0.519,19.3,1.2,3.7,0.106,6000000.0,7747435.0
Danilo Gallinari,SF,23,DEN,43,40,1351,193,466,0.414,60,183,0.328,133,283,0.47,0.479,182,209,0.871,28,174,202,116,42,23,68,86,628,0.393,13.0,1.3,1.8,-0.1,14.6,1.0,0.448,1.9,2.5,2.9,16.5,1.6,10.9,8.7,0.563,20.7,1.3,3.9,0.14,9439000.0,12188007.0
Marc Gasol,C,27,MEM,65,65,2370,357,740,0.482,1,12,0.083,356,728,0.489,0.483,237,317,0.748,120,459,579,204,62,121,121,201,952,0.016,14.1,4.1,3.1,2.1,23.1,4.0,0.428,1.0,5.8,4.2,18.4,1.4,12.1,14.3,0.541,19.1,3.1,8.2,0.166,13891359.0,17937067.0
Pau Gasol,PF,31,LAL,65,65,2430,459,917,0.501,7,27,0.259,452,890,0.508,0.504,204,261,0.782,183,495,678,237,37,88,142,127,1129,0.029,17.2,2.6,3.4,0.8,21.8,3.1,0.285,2.6,8.8,5.2,20.4,0.8,12.1,15.6,0.547,22.1,3.3,8.3,0.165,19000000.0,24533545.0
Rudy Gay,SF,25,MEM,65,65,2422,485,1067,0.455,54,173,0.312,431,894,0.482,0.48,208,263,0.791,130,287,417,147,95,55,161,138,1232,0.162,10.8,1.8,1.9,0.2,14.1,3.3,0.246,1.7,6.1,2.8,17.8,2.1,12.0,10.1,0.521,25.1,2.4,6.0,0.12,16460532.0,21254484.0
Alonzo Gee,SG,24,CLE,63,31,1827,227,551,0.412,44,137,0.321,183,414,0.442,0.452,167,212,0.788,101,221,322,113,83,17,114,149,665,0.249,10.6,0.7,-1.4,-0.2,14.3,1.2,0.385,-1.2,6.1,1.2,13.2,2.4,15.0,10.0,0.516,18.7,0.3,2.4,0.063,3500000.0,4519337.0
Paul George,SG,21,IND,66,66,1958,281,639,0.44,90,234,0.385,191,405,0.472,0.51,146,182,0.802,56,314,370,158,108,38,117,191,798,0.366,13.6,1.5,3.4,2.1,17.9,3.2,0.285,1.4,3.2,2.8,16.5,2.9,14.0,10.6,0.555,19.3,2.7,6.0,0.148,2574120.0,3323804.0
Daniel Gibson,SG,25,CLE,35,7,916,87,248,0.351,55,139,0.396,32,109,0.294,0.462,34,43,0.791,11,90,101,76,26,16,45,69,263,0.56,13.5,1.3,-2.2,-0.4,11.6,0.3,0.173,-1.9,1.3,0.2,9.2,1.5,14.4,6.3,0.493,15.3,-0.1,0.5,0.028,4792332.0,6188047.0
Taj Gibson,PF,26,CHI,63,0,1284,200,404,0.495,0,0,0.0,200,404,0.495,0.495,84,135,0.622,135,197,332,47,27,81,60,131,484,0.0,5.9,4.5,0.8,1.5,16.8,2.6,0.334,-0.7,12.0,1.8,16.9,1.1,11.5,14.4,0.522,18.6,0.9,4.5,0.167,2155811.0,2783667.0
Ryan Gomes,SF,29,LAC,32,2,425,31,95,0.326,4,29,0.138,27,66,0.409,0.347,8,11,0.727,14,47,61,12,16,0,15,34,74,0.305,4.1,0.0,-6.0,-0.7,13.3,0.3,0.116,-5.3,3.9,-0.5,4.4,2.0,13.1,8.5,0.371,12.5,-0.4,-0.2,-0.021,4000000.0,5164956.0
Drew Gooden,C,30,MIL,56,46,1469,287,657,0.437,16,55,0.291,271,602,0.45,0.449,176,208,0.846,130,233,363,144,46,34,109,112,766,0.084,16.5,1.7,1.0,-0.6,18.0,1.5,0.317,1.5,9.5,2.0,18.8,1.6,12.7,13.6,0.512,25.7,1.1,3.6,0.116,6680000.0,8625478.0
Ben Gordon,SG,28,DET,52,21,1398,234,530,0.442,63,147,0.429,171,383,0.446,0.501,117,136,0.86,14,107,121,127,34,11,115,114,648,0.277,16.5,0.6,-1.7,-1.4,9.5,0.7,0.257,-0.3,1.2,1.0,13.5,1.3,16.3,5.2,0.549,23.3,0.1,1.7,0.058,12400000.0,16011366.0
Eric Gordon,SG,23,NOH,9,9,310,63,140,0.45,10,40,0.25,53,100,0.53,0.486,49,65,0.754,2,23,25,31,13,4,24,20,185,0.286,19.3,1.1,1.9,-0.3,8.7,0.3,0.464,2.2,0.8,0.5,19.2,2.3,12.5,4.8,0.549,29.4,0.3,0.7,0.115,13668750.0,17649626.0
Marcin Gortat,C,27,PHO,66,66,2114,427,769,0.555,0,2,0.0,427,767,0.557,0.555,163,251,0.649,185,474,659,59,48,99,90,142,1017,0.003,4.8,3.4,2.2,0.0,25.0,2.7,0.326,2.2,10.0,4.9,21.2,1.2,9.3,17.6,0.578,20.8,2.3,7.6,0.172,7258960.0,9373054.0
Andrew Goudelock,SG,23,LAL,40,0,419,68,174,0.391,28,75,0.373,40,99,0.404,0.471,11,12,0.917,5,26,31,20,4,0,21,32,175,0.431,8.0,0.0,-5.0,-2.4,6.6,0.1,0.069,-2.6,1.4,0.0,8.4,0.5,10.5,4.1,0.488,21.9,-0.3,0.1,0.011,44835.0,57892.0
Danny Granger,SF,28,IND,62,62,2062,391,941,0.416,123,323,0.381,268,618,0.434,0.481,254,291,0.873,79,228,307,109,62,40,110,144,1159,0.343,9.7,1.5,2.9,-0.6,12.3,2.2,0.309,3.5,4.3,4.5,18.6,1.6,9.3,8.4,0.542,25.9,2.5,6.7,0.155,13058606.0,16861784.0
Danny Green,SG,24,SAS,66,38,1522,211,477,0.442,102,234,0.436,109,243,0.449,0.549,79,100,0.79,54,174,228,86,58,46,67,107,603,0.491,8.3,2.2,3.0,1.2,12.9,2.0,0.21,1.8,4.2,2.5,15.5,2.0,11.4,8.6,0.579,17.6,1.9,4.5,0.142,3500000.0,4519337.0
Gerald Green,SF,26,NJN,31,2,781,154,320,0.481,43,110,0.391,111,210,0.529,0.548,49,65,0.754,15,93,108,34,28,17,55,80,400,0.344,8.5,1.7,0.2,-0.5,14.2,0.4,0.203,0.7,2.2,0.8,15.8,1.9,13.6,8.0,0.574,23.6,0.4,1.2,0.072,3500000.0,4519337.0
Willie Green,SG,30,ATL,53,2,922,153,325,0.471,50,113,0.442,103,212,0.486,0.548,48,56,0.857,15,65,80,40,23,6,33,74,404,0.348,7.4,0.5,-0.5,-0.6,8.2,0.9,0.172,0.1,1.9,1.4,13.9,1.3,8.6,5.1,0.578,19.5,0.3,2.4,0.122,1375000.0,1775453.0
Blake Griffin,PF,22,LAC,66,66,2392,561,1022,0.549,2,16,0.125,559,1006,0.556,0.55,244,468,0.521,218,499,717,210,54,48,150,216,1368,0.016,16.6,1.7,3.7,-0.2,25.1,2.6,0.458,3.9,10.7,6.6,23.4,1.2,10.9,17.8,0.557,26.6,3.4,9.2,0.185,7226891.0,9331645.0
Hamed Haddadi,C,26,MEM,35,0,206,26,48,0.542,0,1,0.0,26,47,0.553,0.542,18,26,0.692,28,43,71,8,1,26,21,43,70,0.021,6.1,10.3,-1.4,2.4,24.9,0.4,0.542,-3.9,15.6,0.1,16.3,0.3,26.1,20.1,0.589,17.7,0.0,0.6,0.131,1300000.0,1678611.0
Jordan Hamilton,SF,21,DEN,26,2,258,48,111,0.432,17,47,0.362,31,64,0.484,0.509,2,5,0.4,11,51,62,20,4,3,16,15,115,0.423,12.6,0.9,0.1,-1.1,22.4,0.2,0.045,1.3,5.1,0.1,13.9,0.8,12.4,14.0,0.508,22.3,0.1,0.3,0.055,1153800.0,1489831.0
Richard Hamilton,SG,33,CHI,28,28,697,140,310,0.452,17,46,0.37,123,264,0.466,0.479,29,37,0.784,20,46,66,84,12,1,49,56,326,0.148,21.0,0.1,-1.7,-0.9,7.2,0.8,0.119,-0.7,3.3,0.5,13.2,0.9,13.1,5.3,0.5,24.5,0.1,1.3,0.092,10500000.0,13558011.0
Tyler Hansbrough,PF,26,IND,66,0,1442,194,479,0.405,0,1,0.0,194,478,0.406,0.405,226,278,0.813,113,177,290,30,54,9,65,159,614,0.002,3.5,0.5,-1.8,-0.7,13.7,1.7,0.58,-1.1,8.9,2.2,14.7,2.0,9.8,11.3,0.511,20.9,0.1,3.9,0.129,3055259.0,3945070.0
Luke Harangody,PF,24,CLE,21,1,231,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,0.323,4.3,1.0,-3.0,-1.6,16.9,0.1,0.185,-1.3,9.5,0.1,10.4,1.4,5.4,13.0,0.427,14.5,-0.1,0.2,0.046,1054389.0,1361468.0
James Harden,SG,22,OKC,62,2,1946,309,629,0.491,114,292,0.39,195,337,0.579,0.582,312,369,0.846,30,222,252,229,62,15,137,150,1044,0.464,19.3,0.6,4.3,0.2,12.2,1.8,0.587,4.1,1.9,7.5,21.1,1.6,14.8,7.4,0.66,21.6,3.1,9.3,0.23,5820416.0,7515549.0
Justin Harper,PF,22,ORL,14,0,84,9,31,0.29,2,13,0.154,7,18,0.389,0.323,0,1,0.0,3,9,12,2,2,3,6,5,20,0.419,3.9,2.8,-9.9,-2.3,12.5,0.1,0.032,-7.7,4.1,-0.3,1.7,1.3,16.0,8.2,0.318,20.9,-0.2,-0.3,-0.145,762195.0,984176.0
Josh Harrellson,PF,22,NYK,37,4,540,63,149,0.423,20,59,0.339,43,90,0.478,0.49,16,26,0.615,47,97,144,11,23,20,20,48,162,0.396,3.3,3.0,0.1,0.6,21.0,1.0,0.174,-0.5,10.0,0.4,13.7,2.2,11.1,15.4,0.505,15.0,0.3,1.4,0.127,358680.0,463141.0
Al Harrington,PF,31,DEN,64,1,1761,345,773,0.446,101,303,0.333,244,470,0.519,0.512,119,176,0.676,72,318,390,88,58,12,112,181,910,0.392,8.2,0.5,-0.4,-0.8,20.4,1.6,0.228,0.5,4.9,1.6,15.3,1.7,11.6,12.9,0.535,24.4,0.7,3.2,0.088,6687400.0,8635033.0
Devin Harris,PG,28,UTA,63,63,1741,241,542,0.445,77,213,0.362,164,329,0.498,0.516,156,209,0.746,12,100,112,316,64,13,122,136,715,0.393,28.3,0.6,0.8,-0.8,6.7,0.8,0.386,1.6,0.8,3.3,16.0,1.9,16.1,3.7,0.564,19.5,1.2,4.2,0.115,8500000.0,10975533.0
Terrel Harris,SG,24,MIA,22,1,318,29,83,0.349,8,39,0.205,21,44,0.477,0.398,14,21,0.667,18,33,51,26,9,2,25,34,80,0.47,12.2,0.5,-5.1,-0.7,11.9,0.4,0.253,-4.4,7.0,-0.3,6.7,1.5,21.3,9.6,0.434,17.1,-0.3,0.1,0.011,304878.0,393670.0
Tobias Harris,SF,19,MIL,42,9,479,79,169,0.467,6,23,0.261,73,146,0.5,0.485,44,54,0.815,30,71,101,22,13,7,31,45,208,0.136,7.4,1.1,-1.9,-0.9,16.8,0.4,0.32,-1.0,6.7,0.4,14.2,1.4,13.9,11.6,0.54,20.6,0.0,0.9,0.087,1524480.0,1968468.0
Udonis Haslem,PF,31,MIA,64,10,1589,151,357,0.423,0,0,0.0,151,357,0.423,0.423,83,102,0.814,117,353,470,42,35,24,60,142,385,0.0,4.0,1.2,-2.4,-0.2,25.6,2.8,0.286,-2.2,9.1,0.7,10.9,1.2,13.0,17.7,0.479,13.5,-0.2,3.5,0.106,4060000.0,5242431.0
Spencer Hawes,C,23,PHI,37,29,920,156,319,0.489,3,12,0.25,153,307,0.498,0.494,40,55,0.727,78,192,270,98,16,48,55,100,355,0.038,17.6,3.9,1.5,1.6,23.3,1.9,0.172,-0.2,9.4,1.1,18.1,0.9,13.8,16.3,0.517,20.3,0.8,2.9,0.152,6500000.0,8393055.0
Chuck Hayes,C,28,SAC,54,9,1039,73,170,0.429,0,2,0.0,73,168,0.435,0.429,26,39,0.667,72,162,234,77,36,17,50,111,172,0.012,10.4,1.2,-3.0,0.2,18.0,0.5,0.229,-3.2,7.3,0.1,8.9,1.8,21.1,12.4,0.459,9.9,-0.3,0.6,0.028,5486250.0,7084061.0
Gordon Hayward,SF,21,UTA,66,58,2015,267,586,0.456,55,159,0.346,212,427,0.496,0.503,193,232,0.832,59,171,230,207,53,41,109,106,782,0.271,15.9,1.6,1.5,-0.1,9.9,1.0,0.396,1.7,3.3,3.8,15.5,1.4,13.7,6.6,0.568,17.8,1.8,4.9,0.116,2709720.0,3498896.0
Lazar Hayward,SF,25,OKC,26,0,141,13,38,0.342,4,14,0.286,9,24,0.375,0.395,7,12,0.583,2,14,16,4,3,1,9,18,37,0.368,4.2,0.5,-8.5,-1.9,10.6,0.1,0.316,-6.5,1.7,-0.2,3.1,1.1,17.2,6.5,0.427,16.8,-0.2,-0.1,-0.04,1209260.0,1561443.0
Brendan Haywood,C,32,DAL,54,54,1146,118,228,0.518,0,0,0.0,118,228,0.518,0.518,45,96,0.469,139,185,324,19,24,54,46,121,281,0.0,2.6,3.8,-1.9,0.2,18.0,1.6,0.421,-2.1,13.7,1.1,12.9,1.1,14.5,15.9,0.52,12.8,0.0,2.7,0.114,8349000.0,10780555.0
Gerald Henderson,SG,24,CHA,55,55,1831,332,723,0.459,11,47,0.234,321,676,0.475,0.467,155,204,0.76,64,161,225,126,49,20,100,128,830,0.065,13.5,0.8,-2.7,-1.7,10.5,0.2,0.282,-1.0,3.9,0.8,14.0,1.4,11.0,7.0,0.511,23.0,-0.3,1.0,0.026,3101326.0,4004553.0
Xavier Henry,SG,20,NOH,45,0,759,90,228,0.395,7,17,0.412,83,211,0.393,0.41,52,85,0.612,24,82,106,35,26,8,35,59,239,0.075,7.6,0.9,-4.0,-0.3,12.7,0.7,0.373,-3.7,3.8,-0.4,9.2,1.9,11.7,8.3,0.45,18.7,-0.4,0.2,0.015,2323200.0,2999807.0
Roy Hibbert,C,25,IND,65,65,1937,332,668,0.497,0,1,0.0,332,667,0.498,0.497,170,239,0.711,213,359,572,108,32,128,128,195,834,0.001,9.9,5.2,1.4,0.4,20.7,3.0,0.358,1.0,12.5,3.2,19.3,0.9,14.2,16.6,0.539,21.1,1.7,6.2,0.154,13668750.0,17649626.0
Cory Higgins,PG,22,CHA,38,0,423,52,160,0.325,4,20,0.2,48,140,0.343,0.338,42,60,0.7,7,28,35,36,5,6,39,40,150,0.125,15.0,1.1,-10.4,-3.8,7.9,-0.1,0.375,-6.6,1.8,-1.2,4.1,0.6,17.3,4.7,0.402,24.6,-0.9,-1.3,-0.15,762195.0,984176.0
Nenê,C,29,TOT,39,33,1110,211,393,0.537,0,4,0.0,211,389,0.542,0.537,113,168,0.673,63,228,291,80,42,38,96,95,535,0.01,12.0,2.7,1.4,1.0,23.3,1.4,0.427,0.4,6.7,1.3,18.6,1.9,17.1,15.1,0.573,22.6,0.9,2.7,0.117,13000000.0,16786110.0
George Hill,PG,25,IND,50,9,1274,168,380,0.442,54,147,0.367,114,233,0.489,0.513,91,117,0.778,31,120,151,145,42,17,52,98,481,0.387,18.8,1.1,2.3,0.5,10.5,1.3,0.308,1.8,2.8,2.8,15.7,1.7,10.8,6.7,0.557,17.2,1.4,4.0,0.152,8000000.0,10329913.0
Jordan Hill,C,24,TOT,39,8,551,82,165,0.497,0,3,0.0,82,162,0.506,0.497,30,47,0.638,61,125,186,16,14,27,31,71,194,0.018,4.7,3.6,-1.5,0.3,26.3,0.8,0.285,-1.8,12.8,0.5,15.8,1.3,14.3,19.5,0.522,17.9,0.1,1.4,0.118,3500000.0,4519337.0
Kirk Hinrich,SG,31,ATL,48,31,1237,122,295,0.414,47,136,0.346,75,159,0.472,0.493,25,32,0.781,11,90,101,132,38,11,58,100,316,0.461,16.3,0.7,-2.1,0.5,8.5,1.4,0.108,-2.6,1.1,0.4,9.2,1.6,15.8,4.8,0.511,13.9,-0.1,1.8,0.069,3941000.0,5088773.0
Jrue Holiday,PG,21,PHI,65,65,2196,360,834,0.432,65,171,0.38,295,663,0.445,0.471,94,120,0.783,57,155,212,290,103,18,135,137,879,0.205,21.6,0.6,0.4,0.9,7.9,3.3,0.144,-0.5,2.9,0.9,14.7,2.5,13.2,5.4,0.496,21.8,1.3,4.2,0.092,2674851.0,3453872.0
