Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,SalaryAdj
Carmelo Anthony,SF,27,NYK,55,55,1876,441,1025,0.43,68,203,0.335,373,822,0.454,0.463,295,367,0.804,88,256,344,200,62,24,144,156,1245,0.198,21.0,1.0,3.6,-0.2,15.9,2.6,0.358,3.8,5.4,3.7,21.1,1.7,10.8,10.6,0.525,31.8,2.7,6.2,0.16,19450000.0,25114603.0
Joel Anthony,C,29,MIA,64,51,1349,85,152,0.559,0,0,0.0,85,152,0.559,0.559,49,71,0.69,100,150,250,9,36,84,45,126,219,0.0,1.0,5.1,-0.5,1.6,12.8,2.2,0.467,-2.0,9.2,1.2,10.3,1.4,19.7,11.1,0.598,7.8,0.5,3.4,0.122,3750000.0,4842147.0
Gilbert Arenas,PG,30,MEM,17,0,211,26,64,0.406,13,39,0.333,13,25,0.52,0.508,7,10,0.7,2,16,18,18,11,1,12,35,72,0.609,13.4,0.4,-1.3,2.0,9.0,0.3,0.156,-3.3,1.1,0.1,9.9,2.8,14.9,5.0,0.526,17.3,0.0,0.4,0.088,20807922.0,26868005.0
Trevor Ariza,SF,26,NOH,41,41,1350,168,403,0.417,29,87,0.333,139,316,0.44,0.453,79,102,0.775,41,174,215,135,69,25,76,73,444,0.216,16.8,1.5,1.3,1.7,15.1,1.7,0.253,-0.4,3.7,0.5,14.2,2.8,14.5,9.5,0.496,18.4,1.1,2.2,0.078,7258960.0,9373054.0
Jeff Ayres,C,24,IND,20,1,106,15,36,0.417,0,0,0.0,15,36,0.417,0.417,4,7,0.571,12,21,33,4,3,2,2,16,34,0.0,6.3,1.5,-2.8,-1.0,22.1,0.2,0.194,-1.9,12.8,0.1,13.4,1.5,4.9,17.5,0.435,17.6,0.0,0.3,0.115,854389.0,1103220.0
Kelenna Azubuike,SG,28,DAL,3,0,18,3,8,0.375,1,3,0.333,2,5,0.4,0.438,0,0,0.0,0,0,0,0,1,0,4,1,7,0.375,0.0,0.0,-14.0,-3.7,0.0,0.0,0.0,-10.3,0.0,-0.1,-3.4,2.9,33.3,0.0,0.438,30.9,-0.1,-0.1,-0.325,992680.0,1281787.0
Luke Babbitt,SF,22,POR,40,4,537,71,173,0.41,43,100,0.43,28,73,0.384,0.535,17,20,0.85,16,79,95,16,10,4,27,46,202,0.578,4.8,0.6,-2.3,-1.8,17.5,0.3,0.116,-0.6,3.4,0.4,11.3,1.0,12.9,10.3,0.556,17.8,0.0,0.7,0.064,1892280.0,2443386.0
Renaldo Balkman,SF,27,NYK,14,0,115,16,32,0.5,2,9,0.222,14,23,0.609,0.531,8,11,0.727,6,20,26,5,4,3,6,14,42,0.281,7.2,2.1,-0.5,0.8,20.3,0.2,0.344,-1.3,6.0,0.1,14.3,1.8,14.0,13.1,0.57,16.7,0.0,0.3,0.142,1675000.0,2162825.0
Leandro Barbosa,SG,29,TOT,64,0,1382,271,637,0.425,65,170,0.382,206,467,0.441,0.476,101,124,0.815,33,95,128,96,56,7,94,135,708,0.267,13.3,0.4,-1.2,-0.6,7.9,1.2,0.195,-0.6,2.8,0.5,14.0,2.2,12.0,5.3,0.512,26.5,0.3,1.7,0.06,1229255.0,1587262.0
Andrea Bargnani,C,26,TOR,31,31,1032,209,484,0.432,34,115,0.296,175,369,0.474,0.467,151,173,0.873,24,148,172,61,18,15,69,52,603,0.238,11.6,1.2,1.1,-1.3,16.6,0.9,0.357,2.4,2.8,1.3,17.9,0.9,11.0,9.8,0.538,28.7,0.8,2.2,0.104,10000000.0,12912392.0
Matt Barnes,SF,31,LAL,63,16,1440,175,387,0.452,46,138,0.333,129,249,0.518,0.512,95,128,0.742,97,247,344,126,35,48,73,152,491,0.357,13.8,2.4,1.6,1.3,18.3,1.8,0.331,0.4,7.9,2.4,15.5,1.3,14.1,13.3,0.554,16.4,1.3,4.3,0.142,854389.0,1103220.0
Earl Barron,C,30,GSW,2,0,9,2,4,0.5,0,0,0.0,2,4,0.5,0.5,0,0,0.0,1,0,1,0,0,0,0,5,4,0.0,0.0,0.0,-16.3,-4.8,0.0,0.0,0.0,-11.5,12.6,0.0,4.7,0.0,0.0,6.3,0.5,20.5,0.0,0.0,0.054,339726.0,438667.0
Brandon Bass,PF,26,BOS,59,39,1868,303,632,0.479,0,0,0.0,303,632,0.479,0.479,132,163,0.81,95,270,365,55,34,54,65,135,738,0.0,5.1,2.2,-1.0,0.3,16.3,3.2,0.258,-1.3,6.3,1.5,14.1,1.0,8.5,11.5,0.524,19.8,0.5,4.7,0.122,6500000.0,8393055.0
Shane Battier,SF,33,MIA,65,10,1499,113,292,0.387,62,183,0.339,51,109,0.468,0.493,23,37,0.622,56,100,156,82,64,33,37,105,311,0.627,8.0,1.8,0.9,1.6,7.7,2.1,0.127,-0.7,4.6,1.2,9.7,2.2,10.7,6.2,0.504,10.7,1.1,3.3,0.104,3135000.0,4048035.0
Nicolas Batum,SF,23,POR,59,34,1791,289,641,0.451,107,274,0.391,182,367,0.496,0.534,133,159,0.836,81,190,271,84,57,60,90,105,818,0.427,7.9,2.6,2.5,0.0,12.6,1.4,0.248,2.6,5.2,3.3,17.3,1.7,11.2,8.8,0.575,20.5,2.0,4.8,0.127,11950000.0,15430309.0
Jerryd Bayless,PG,23,TOR,31,11,705,117,276,0.424,44,104,0.423,73,172,0.424,0.504,75,88,0.852,8,58,66,118,24,4,53,70,353,0.377,30.7,0.5,1.7,-0.7,9.5,0.6,0.319,2.4,1.3,1.5,17.7,1.8,14.4,5.5,0.561,24.6,0.6,2.0,0.139,3100000.0,4002841.0
Michael Beasley,SF,23,MIN,47,7,1087,221,497,0.445,38,101,0.376,183,396,0.462,0.483,61,95,0.642,39,168,207,45,18,19,80,83,541,0.203,7.7,1.2,-2.1,-0.9,17.2,0.8,0.191,-1.2,4.0,-0.3,13.0,0.9,12.9,10.6,0.502,25.3,0.0,0.5,0.022,5750000.0,7424625.0
Rodrigue Beaubois,PG,23,DAL,53,12,1151,188,445,0.422,38,132,0.288,150,313,0.479,0.465,58,69,0.841,19,132,151,152,56,28,70,98,472,0.297,22.7,1.9,1.3,1.7,12.8,1.7,0.155,-0.4,1.9,0.5,15.3,2.6,12.8,7.4,0.496,22.0,1.0,2.2,0.092,2227332.0,2876018.0
Marco Belinelli,SG,25,NOH,66,55,1966,286,686,0.417,107,284,0.377,179,402,0.445,0.495,101,129,0.783,19,153,172,101,48,5,69,115,780,0.414,8.9,0.2,-1.2,-0.8,9.1,1.0,0.188,-0.4,1.2,1.9,11.9,1.3,8.5,5.2,0.525,19.5,0.4,2.9,0.071,1957000.0,2526955.0
Raja Bell,SG,35,UTA,34,33,796,81,174,0.466,34,87,0.391,47,87,0.54,0.563,21,25,0.84,6,43,49,38,13,2,21,78,217,0.5,7.0,0.2,-2.5,-0.7,6.3,0.1,0.144,-1.8,0.9,1.0,8.3,0.9,10.2,3.5,0.586,11.6,-0.1,1.1,0.069,3480000.0,4493512.0
Chauncey Billups,SG,35,LAC,20,20,607,83,228,0.364,48,125,0.384,35,103,0.34,0.469,85,95,0.895,4,46,50,80,9,3,38,40,299,0.548,21.0,0.4,0.9,-2.0,9.1,0.2,0.417,2.9,0.8,1.5,16.1,0.8,12.3,4.9,0.554,23.4,0.4,1.7,0.135,3000000.0,3873717.0
Bismack Biyombo,C,19,CHA,63,41,1455,129,278,0.464,0,0,0.0,129,278,0.464,0.464,69,143,0.483,113,255,368,27,20,115,71,145,327,0.0,3.1,5.9,-4.6,-0.2,20.8,1.1,0.514,-4.5,8.6,-0.5,10.6,0.7,17.2,14.5,0.48,13.1,-1.0,0.6,0.019,3007920.0,3883944.0
DeJuan Blair,PF,22,SAS,64,62,1363,269,504,0.534,0,1,0.0,269,503,0.535,0.534,73,119,0.613,154,197,351,78,59,12,92,168,611,0.002,9.2,0.6,-0.3,0.0,16.3,1.8,0.236,-0.4,13.2,2.2,17.6,2.2,14.2,14.8,0.549,21.7,0.6,4.0,0.142,1054000.0,1360966.0
Steve Blake,PG,31,LAL,53,5,1237,101,268,0.377,53,158,0.335,48,110,0.436,0.476,21,27,0.778,9,76,85,175,39,2,72,75,276,0.59,21.0,0.1,-2.5,0.0,6.6,0.8,0.101,-2.5,0.9,0.2,8.5,1.7,20.5,3.8,0.493,13.0,-0.2,1.0,0.04,4000000.0,5164956.0
Andray Blatche,PF,25,WAS,26,13,626,93,245,0.38,2,7,0.286,91,238,0.382,0.384,33,49,0.673,42,108,150,28,20,17,37,54,221,0.029,7.3,2.1,-4.8,-1.4,19.6,0.6,0.2,-3.4,7.5,-0.8,10.6,1.7,12.2,13.5,0.415,21.7,-0.4,-0.1,-0.011,7972891.0,10294909.0
Eric Bledsoe,PG,22,LAC,40,1,464,49,126,0.389,6,30,0.2,43,96,0.448,0.413,28,44,0.636,22,43,65,66,31,14,47,58,132,0.238,21.6,2.5,-1.6,1.8,11.1,0.6,0.349,-3.4,5.6,-0.4,11.2,3.6,24.4,8.3,0.454,19.1,0.0,0.2,0.022,1707720.0,2205075.0
Keith Bogans,SF,31,NJN,5,1,94,8,21,0.381,3,12,0.25,5,9,0.556,0.452,2,5,0.4,5,6,11,3,2,0,3,15,21,0.571,5.1,0.0,-7.9,-2.7,7.6,0.0,0.238,-5.2,6.0,0.0,4.8,1.1,11.5,6.8,0.453,12.8,-0.1,0.0,-0.005,854389.0,1103220.0
Andrew Bogut,C,27,MIL,12,12,364,61,136,0.449,0,1,0.0,61,135,0.452,0.449,14,23,0.609,22,78,100,31,12,24,24,36,136,0.007,13.7,5.0,0.5,2.3,24.3,0.6,0.169,-1.9,6.5,-0.1,14.9,1.7,14.1,15.1,0.465,20.6,0.2,0.5,0.062,13150000.0,16979796.0
Matt Bonner,PF,31,SAS,65,2,1326,154,350,0.44,105,250,0.42,49,100,0.49,0.59,16,21,0.762,29,185,214,61,15,21,14,68,429,0.714,6.5,1.1,2.6,0.3,15.7,1.2,0.06,2.4,2.6,2.7,13.2,0.6,3.8,9.3,0.597,12.8,1.5,4.0,0.143,3630000.0,4687198.0
Trevor Booker,PF,24,WAS,50,32,1261,181,341,0.531,1,2,0.5,180,339,0.531,0.532,56,93,0.602,119,206,325,40,48,43,58,138,419,0.006,5.1,2.6,-0.8,0.0,18.6,1.4,0.273,-0.8,10.6,1.6,15.4,2.0,13.2,14.5,0.549,15.6,0.4,3.0,0.113,1385280.0,1788727.0
Carlos Boozer,PF,30,CHI,66,66,1948,448,842,0.532,0,1,0.0,448,841,0.533,0.532,95,137,0.693,114,450,564,125,63,24,115,168,991,0.001,11.8,0.9,2.7,1.6,25.3,4.3,0.163,1.1,6.7,3.3,19.7,1.7,11.3,16.1,0.549,23.8,2.3,7.6,0.187,15000000.0,19368588.0
Avery Bradley,PG,21,BOS,64,28,1368,200,402,0.498,22,54,0.407,178,348,0.511,0.525,62,78,0.795,34,81,115,87,43,12,75,109,484,0.134,10.8,0.7,-1.7,0.7,6.7,1.9,0.194,-2.3,3.1,0.6,11.3,1.7,14.7,5.0,0.555,17.9,0.1,2.4,0.085,1630800.0,2105752.0
Elton Brand,C,32,PHI,60,60,1732,287,581,0.494,0,1,0.0,287,580,0.495,0.494,85,116,0.733,145,284,429,97,58,97,65,176,659,0.002,9.2,4.2,1.6,1.8,18.3,3.6,0.2,-0.2,9.2,2.5,18.0,1.8,9.3,13.7,0.521,18.9,1.6,6.1,0.168,18160354.0,23449361.0
Corey Brewer,SF,25,DEN,59,17,1287,201,463,0.434,33,127,0.26,168,336,0.5,0.47,90,130,0.692,43,107,150,88,72,17,56,113,525,0.274,10.6,1.0,-0.1,0.7,9.4,1.1,0.281,-0.8,4.0,1.1,13.7,2.9,9.7,6.8,0.505,20.0,0.6,2.3,0.085,3243000.0,4187488.0
Ronnie Brewer,SG,26,CHI,66,43,1635,190,445,0.427,19,69,0.275,171,376,0.455,0.448,56,100,0.56,72,159,231,137,72,21,59,64,455,0.155,12.7,0.9,0.7,2.2,10.6,2.9,0.225,-1.5,5.0,1.0,12.3,2.4,10.8,7.9,0.465,15.3,1.1,3.9,0.113,1069509.0,1380991.0
Jon Brockman,PF,24,MIL,35,0,239,15,45,0.333,0,1,0.0,15,44,0.341,0.333,7,15,0.467,33,42,75,9,4,1,10,33,37,0.022,5.2,0.3,-6.5,-2.0,19.9,0.2,0.333,-4.4,14.8,-0.1,6.6,0.9,16.2,17.3,0.359,11.4,-0.3,0.1,0.023,1000000.0,1291239.0
MarShon Brooks,SG,23,NJN,56,47,1648,274,640,0.428,47,150,0.313,227,490,0.463,0.465,113,148,0.764,70,130,200,131,52,15,118,116,708,0.234,14.6,0.7,-2.4,-1.7,9.4,0.3,0.231,-0.7,4.8,0.5,12.9,1.7,14.3,7.0,0.502,22.9,-0.2,0.8,0.022,1193280.0,1540809.0
Kwame Brown,C,29,GSW,9,3,187,21,40,0.525,0,0,0.0,21,40,0.525,0.525,15,34,0.441,16,41,57,4,8,0,14,21,57,0.0,3.2,0.0,-3.7,-0.7,24.8,0.2,0.85,-3.0,9.7,-0.1,11.1,2.2,20.3,17.3,0.519,17.0,-0.1,0.1,0.031,3000000.0,3873717.0
Shannon Brown,SG,26,PHO,59,19,1400,251,598,0.42,68,188,0.362,183,410,0.446,0.477,80,99,0.808,38,119,157,69,44,15,64,66,650,0.314,8.1,0.8,-1.0,-0.9,9.5,0.8,0.166,-0.2,3.1,0.8,13.6,1.6,9.1,6.3,0.507,22.8,0.3,1.6,0.054,3500000.0,4519337.0
Chase Budinger,SF,23,HOU,58,9,1298,208,471,0.442,88,219,0.402,120,252,0.476,0.535,54,70,0.771,38,179,217,74,29,7,55,65,558,0.465,9.3,0.4,1.2,-0.6,16.2,1.0,0.149,1.8,3.4,2.0,14.9,1.2,9.9,9.7,0.556,19.5,1.0,3.0,0.111,942293.0,1216725.0
Alec Burks,SG,20,UTA,59,0,939,153,357,0.429,15,45,0.333,138,312,0.442,0.45,104,143,0.727,57,75,132,55,27,5,51,84,425,0.126,9.5,0.4,-2.0,-1.4,9.3,0.4,0.401,-0.6,6.9,1.1,14.0,1.5,10.8,8.1,0.506,22.5,0.0,1.5,0.076,2171640.0,2804106.0
Caron Butler,SF,31,LAC,63,63,1871,287,705,0.407,92,257,0.358,195,448,0.435,0.472,87,107,0.813,44,186,230,78,52,9,77,123,753,0.365,6.8,0.4,-2.0,-1.2,12.0,1.1,0.152,-0.8,2.8,1.2,11.7,1.5,9.3,7.3,0.501,20.4,0.0,2.3,0.059,8000000.0,10329913.0
Jimmy Butler,SG,22,CHI,42,0,359,32,79,0.405,2,11,0.182,30,68,0.441,0.418,43,56,0.768,23,33,56,14,11,5,14,20,109,0.139,5.7,1.0,-1.3,0.5,10.1,0.6,0.709,-1.8,7.3,0.5,12.5,1.6,11.9,8.7,0.526,14.9,0.1,1.1,0.144,1097520.0,1417160.0
Andrew Bynum,C,24,LAL,60,60,2112,444,796,0.558,1,5,0.2,443,791,0.56,0.558,234,338,0.692,192,517,709,85,27,116,152,104,1123,0.006,7.4,4.0,2.9,0.2,26.1,3.3,0.425,2.7,10.6,4.8,22.9,0.7,13.9,18.7,0.594,23.8,2.6,8.0,0.183,16473002.0,21270586.0
Will Bynum,PG,29,DET,36,0,514,74,194,0.381,7,29,0.241,67,165,0.406,0.399,49,64,0.766,10,46,56,66,23,3,54,61,204,0.149,22.4,0.5,-5.1,-0.8,11.1,0.4,0.33,-4.3,2.3,-0.7,10.0,2.4,19.6,6.5,0.459,24.8,-0.4,-0.2,-0.022,3500000.0,4519337.0
Marcus Camby,C,37,TOT,59,53,1352,128,287,0.446,2,5,0.4,126,282,0.447,0.449,29,64,0.453,157,373,530,107,50,85,57,126,287,0.017,11.9,4.8,2.2,2.3,32.7,2.5,0.223,-0.1,13.3,1.1,16.2,1.9,15.3,22.8,0.455,12.6,1.4,3.6,0.127,4590338.0,5927224.0
DeMarre Carroll,SF-PF,25,TOT,24,9,348,43,105,0.41,7,19,0.368,36,86,0.419,0.443,14,16,0.875,28,25,53,18,12,1,11,37,107,0.181,8.1,0.2,-1.9,-0.6,8.3,0.2,0.152,-1.4,9.1,0.3,11.1,1.8,8.9,8.8,0.478,15.9,0.0,0.5,0.069,885120.0,1142901.0
Matt Carroll,SG,31,CHA,53,2,596,52,157,0.331,8,43,0.186,44,114,0.386,0.357,30,38,0.789,8,50,58,38,16,7,24,52,142,0.274,10.6,0.9,-7.4,-1.5,10.0,0.1,0.242,-5.9,1.5,-0.7,5.6,1.4,12.1,5.6,0.409,15.3,-0.8,-0.6,-0.051,3500000.0,4519337.0
Vince Carter,SG,35,DAL,61,40,1542,223,542,0.411,74,205,0.361,149,337,0.442,0.48,95,115,0.826,32,173,205,139,56,25,84,134,615,0.378,15.0,1.3,0.1,0.8,12.5,1.8,0.212,-0.7,2.3,1.0,13.6,1.9,12.4,7.5,0.519,20.4,0.8,2.9,0.09,3120000.0,4028666.0
Omri Casspi,SF,23,CLE,65,35,1341,166,412,0.403,53,168,0.315,113,244,0.463,0.467,74,108,0.685,63,165,228,66,37,21,64,115,459,0.408,8.4,1.2,-2.2,-0.9,14.5,0.6,0.262,-1.3,5.1,0.6,11.2,1.5,12.2,9.7,0.499,17.6,-0.1,1.2,0.044,2277306.0,2940546.0
Mario Chalmers,PG,25,MIA,64,64,1825,223,498,0.448,101,260,0.388,122,238,0.513,0.549,80,101,0.792,16,155,171,222,97,11,142,166,627,0.522,19.0,0.5,0.4,1.2,9.8,2.8,0.203,-0.8,1.1,1.5,12.9,2.8,20.7,5.6,0.578,17.4,1.1,4.3,0.112,4000000.0,5164956.0
Tyson Chandler,C,29,NYK,62,62,2061,241,355,0.679,0,2,0.0,241,353,0.683,0.679,217,315,0.689,212,400,612,56,56,89,102,186,699,0.006,4.3,3.4,2.3,1.1,22.7,3.6,0.887,1.2,11.8,5.8,18.7,1.4,17.1,17.2,0.708,13.0,2.2,9.5,0.22,13604188.0,17566261.0
Wilson Chandler,SF,24,DEN,8,6,215,31,79,0.392,3,12,0.25,28,67,0.418,0.411,10,12,0.833,6,35,41,17,6,6,18,18,75,0.152,12.0,2.2,-4.6,-1.0,18.4,0.2,0.152,-3.6,3.4,-0.3,9.0,1.4,17.6,11.1,0.445,21.2,-0.1,-0.1,-0.021,5930415.0,7657584.0
Josh Childress,SF,28,PHO,34,0,491,48,99,0.485,4,24,0.167,44,75,0.587,0.505,0,2,0.0,31,64,95,34,14,6,9,38,100,0.242,10.0,0.9,-0.2,0.7,14.6,0.4,0.02,-1.0,7.2,0.6,11.1,1.5,8.3,10.9,0.501,10.1,0.2,0.9,0.092,6890056.0,8896710.0
Earl Clark,PF,24,ORL,45,1,559,51,139,0.367,0,0,0.0,51,139,0.367,0.367,21,29,0.724,35,89,124,18,12,32,25,72,123,0.0,5.2,4.5,-4.9,0.7,18.6,0.8,0.209,-5.6,7.1,-0.5,8.1,1.2,14.1,12.8,0.405,14.8,-0.4,0.3,0.027,1240000.0,1601136.0
Norris Cole,PG,23,MIA,65,2,1260,177,450,0.393,21,76,0.276,156,374,0.417,0.417,66,85,0.776,21,70,91,133,44,2,105,124,441,0.169,17.0,0.1,-6.3,-1.4,6.4,1.4,0.189,-4.9,2.1,-1.4,7.9,1.8,17.7,4.3,0.452,21.8,-1.4,0.0,0.0,1113600.0,1437924.0
Jason Collins,C,33,ATL,30,10,308,16,40,0.4,0,0,0.0,16,40,0.4,0.4,7,15,0.467,12,36,48,10,4,3,10,34,39,0.0,4.6,0.7,-6.1,-0.3,13.6,0.3,0.375,-5.8,4.6,-0.2,3.7,0.7,17.7,9.1,0.418,8.6,-0.3,0.2,0.025,1352181.0,1745989.0
Darren Collison,PG,24,IND,60,56,1878,230,523,0.44,34,94,0.362,196,429,0.457,0.472,127,153,0.83,30,157,187,287,49,14,114,101,621,0.18,24.9,0.6,-0.2,-0.5,9.3,1.5,0.293,0.3,1.8,2.3,13.6,1.4,16.2,5.6,0.526,17.0,0.9,3.8,0.098,2319344.0,2994828.0
Nick Collison,PF,31,OKC,63,0,1307,120,201,0.597,0,1,0.0,120,200,0.6,0.597,44,62,0.71,119,155,274,82,33,28,61,153,284,0.005,9.3,1.6,0.2,0.7,12.7,1.2,0.308,-0.5,11.1,2.3,12.1,1.3,21.1,12.0,0.622,10.0,0.7,3.5,0.13,2929332.0,3782468.0
Mike Conley,PG,24,MEM,62,61,2174,296,684,0.433,60,159,0.377,236,525,0.45,0.477,136,158,0.861,22,134,156,404,136,11,125,133,788,0.232,29.8,0.4,2.4,1.4,7.4,2.8,0.231,1.0,1.2,3.6,16.8,3.3,14.2,4.2,0.523,18.3,2.4,6.4,0.141,7180000.0,9271097.0
Daequan Cook,SG,24,OKC,57,22,989,109,296,0.368,79,228,0.346,30,68,0.441,0.502,14,22,0.636,12,110,122,15,22,11,16,69,311,0.77,2.3,0.8,-1.3,-0.7,11.9,0.8,0.074,-0.5,1.5,0.8,9.2,1.1,5.0,7.0,0.509,14.7,0.2,1.6,0.078,3602675.0,4651914.0
DeMarcus Cousins,C,21,SAC,64,62,1950,448,999,0.448,2,14,0.143,446,985,0.453,0.449,262,373,0.702,265,438,703,102,93,75,170,257,1160,0.014,9.5,2.8,-0.8,-1.3,25.9,2.2,0.373,0.4,14.2,2.1,21.7,2.4,12.8,19.8,0.499,29.7,0.6,4.2,0.104,3880800.0,5011041.0
Jamal Crawford,PG,31,POR,60,6,1613,283,737,0.384,80,260,0.308,203,477,0.426,0.438,191,206,0.927,16,102,118,191,55,14,111,74,837,0.353,20.5,0.7,-0.2,-1.2,7.5,0.7,0.28,1.0,1.1,1.6,15.7,1.8,11.8,4.3,0.506,26.6,0.7,2.3,0.069,5000000.0,6456196.0
Jordan Crawford,SG,23,WAS,64,32,1753,349,872,0.4,79,273,0.289,270,599,0.451,0.446,161,203,0.793,44,124,168,190,59,5,141,111,938,0.313,19.3,0.2,-1.7,-2.1,8.1,0.7,0.233,0.4,2.8,0.3,14.5,1.7,12.8,5.4,0.488,28.1,0.1,1.1,0.029,1198680.0,1547782.0
Dante Cunningham,PF,24,MEM,64,5,1124,144,279,0.516,0,2,0.0,144,277,0.52,0.516,45,69,0.652,91,155,246,37,42,34,29,98,333,0.007,5.2,2.5,0.8,1.0,16.4,1.7,0.247,-0.3,9.3,1.8,14.9,2.0,8.6,12.8,0.538,13.6,0.8,3.4,0.147,2090000.0,2698690.0
Eddy Curry,C,29,MIA,14,1,83,12,26,0.462,0,0,0.0,12,26,0.462,0.462,6,8,0.75,4,8,12,1,0,2,10,17,30,0.0,1.9,2.0,-11.8,-2.3,11.1,0.1,0.308,-9.4,6.0,-0.2,3.6,0.0,25.3,8.6,0.508,22.1,-0.2,-0.1,-0.046,31629.0,40840.0
Stephen Curry,PG,23,GSW,26,23,732,145,296,0.49,55,121,0.455,90,175,0.514,0.583,38,47,0.809,15,73,88,138,39,8,65,62,383,0.409,32.3,0.8,4.3,0.3,11.3,0.4,0.159,4.1,2.3,1.8,21.2,2.8,17.0,6.8,0.605,24.0,1.2,2.2,0.144,3958742.0,5111683.0
Samuel Dalembert,C,30,HOU,65,45,1446,200,395,0.506,0,1,0.0,200,394,0.508,0.506,90,113,0.796,158,298,456,33,37,111,82,162,490,0.003,3.6,5.7,0.1,1.1,24.1,2.3,0.286,-1.1,12.6,1.8,16.9,1.3,15.6,18.3,0.551,16.6,0.7,4.1,0.137,6700000.0,8651302.0
