Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,SalaryAdj
Trevor Ariza,SF,31,HOU,80,80,2773,326,798,0.409,191,555,0.344,135,243,0.556,0.528,93,126,0.738,54,404,458,175,147,20,73,133,936,0.695,8.8,0.6,1.0,1.1,15.9,3.2,0.158,-0.1,2.1,2.8,12.3,2.5,7.9,9.0,0.548,14.1,2.1,6.0,0.104,7400000.0,8951445.0
Darrell Arthur,PF,28,DEN,41,7,639,95,215,0.442,53,117,0.453,42,98,0.429,0.565,19,22,0.864,25,87,112,42,19,21,36,76,262,0.544,9.3,2.5,-0.1,-0.2,14.9,0.4,0.102,0.1,4.4,0.6,12.8,1.5,13.8,9.7,0.583,17.3,0.3,1.1,0.081,7464912.0,9029966.0
Luke Babbitt,SF,27,MIA,68,55,1065,113,281,0.402,87,210,0.414,26,71,0.366,0.557,11,15,0.733,12,129,141,36,20,11,25,118,324,0.747,4.8,0.8,-2.0,-0.1,13.5,1.0,0.053,-2.0,1.2,0.8,8.3,0.9,8.0,7.3,0.563,13.0,0.0,1.8,0.081,1974159.0,2388050.0
Ron Baker,SG,23,NYK,52,13,857,82,217,0.378,23,86,0.267,59,131,0.45,0.431,28,43,0.651,12,86,98,107,34,8,56,74,215,0.396,17.3,0.8,-4.7,-0.3,10.8,0.5,0.198,-4.5,1.5,-0.6,7.5,2.0,19.2,6.2,0.456,14.8,-0.6,-0.1,-0.008,4328000.0,5235386.0
Wade Baldwin,PG,20,MEM,33,1,405,36,115,0.313,3,22,0.136,33,93,0.355,0.326,31,37,0.838,11,35,46,61,18,7,39,40,106,0.191,22.8,1.7,-5.5,0.3,10.2,0.5,0.322,-5.8,3.0,-0.8,6.5,2.3,22.9,6.5,0.404,19.1,-0.3,-0.3,-0.041,2254292.0,2726915.0
Leandro Barbosa,SG,34,PHO,67,0,963,172,392,0.439,35,98,0.357,137,294,0.466,0.483,40,45,0.889,15,89,104,81,31,8,48,82,419,0.25,13.0,0.7,-2.5,-0.9,10.3,0.4,0.115,-1.7,1.6,0.3,11.5,1.5,10.4,5.9,0.509,20.0,-0.1,0.6,0.031,500000.0,604827.0
Harrison Barnes,PF,24,DAL,79,79,2803,599,1280,0.468,78,222,0.351,521,1058,0.492,0.498,242,281,0.861,93,301,394,116,65,15,102,128,1518,0.173,7.7,0.5,-0.8,-1.2,13.1,2.1,0.22,0.4,3.7,2.5,16.3,1.2,6.8,8.2,0.541,25.3,0.8,4.6,0.078,23112004.0,27957547.0
Matt Barnes,SF,36,TOT,74,18,1777,185,473,0.391,87,263,0.331,98,210,0.467,0.483,70,89,0.787,70,314,384,195,48,26,107,185,527,0.556,15.7,1.3,-1.4,0.3,19.7,1.7,0.188,-1.7,4.6,0.3,10.3,1.3,17.3,12.3,0.514,15.6,0.3,2.0,0.053,6400625.0,7742546.0
Will Barton,SG,26,DEN,60,19,1705,295,666,0.443,87,235,0.37,208,431,0.483,0.508,143,190,0.753,58,201,259,206,48,28,97,110,820,0.353,17.7,1.3,0.2,-1.0,12.9,0.8,0.285,1.2,3.8,2.5,15.5,1.4,11.5,8.4,0.547,21.1,1.0,3.3,0.093,3533333.0,4274113.0
Nicolas Batum,SG,28,CHO,77,77,2617,393,975,0.403,135,405,0.333,258,570,0.453,0.472,243,284,0.856,46,435,481,456,86,29,194,109,1164,0.415,27.7,1.0,0.8,0.2,18.4,2.8,0.291,0.6,1.9,1.7,15.8,1.6,15.0,10.1,0.529,22.3,1.9,4.6,0.084,22434783.0,27138343.0
Jerryd Bayless,PG,28,PHI,3,1,71,11,32,0.344,2,5,0.4,9,27,0.333,0.375,9,10,0.9,3,9,12,13,0,0,9,4,33,0.156,29.4,0.0,-4.4,-2.4,14.0,0.0,0.313,-2.1,4.6,-0.1,8.7,0.0,19.8,9.3,0.453,27.7,0.0,-0.1,-0.067,9000000.0,10886893.0
Aron Baynes,C,30,DET,75,2,1163,143,279,0.513,0,0,0.0,143,279,0.513,0.513,79,94,0.84,111,222,333,32,17,39,50,166,365,0.0,3.9,2.8,-2.7,0.5,21.6,1.5,0.337,-3.2,10.0,1.4,13.1,0.7,13.5,15.6,0.57,14.1,-0.2,3.0,0.123,4300000.0,5201515.0
Kent Bazemore,SF,27,ATL,73,64,1963,295,721,0.409,92,266,0.346,203,455,0.446,0.473,119,168,0.708,45,186,231,177,91,52,125,165,801,0.369,14.2,2.3,-1.0,1.1,10.3,2.8,0.233,-2.1,2.6,-0.6,11.6,2.3,13.6,6.5,0.504,20.5,0.5,2.1,0.052,16910112.0,20455398.0
Bradley Beal,SG,23,WAS,77,77,2684,637,1322,0.482,223,552,0.404,414,770,0.538,0.566,282,342,0.825,53,187,240,267,83,21,156,169,1779,0.418,16.2,0.7,3.3,-1.0,7.8,1.6,0.259,4.2,2.2,6.9,20.1,1.5,9.6,5.0,0.604,26.5,3.5,8.5,0.152,23775506.0,28760155.0
Malik Beasley,SG,20,DEN,22,1,165,33,73,0.452,9,28,0.321,24,45,0.533,0.514,8,10,0.8,5,12,17,11,7,0,8,10,83,0.384,10.2,0.0,-0.6,-0.2,8.0,0.1,0.137,-0.4,3.4,0.1,13.7,2.1,9.4,5.7,0.536,22.0,0.1,0.2,0.057,1700640.0,2057187.0
Michael Beasley,PF,28,MIL,56,6,935,216,406,0.532,18,43,0.419,198,363,0.545,0.554,78,105,0.743,40,153,193,53,27,27,66,92,528,0.106,9.9,2.5,-0.8,-0.8,18.9,1.0,0.259,0.0,5.0,0.8,17.8,1.5,12.7,12.0,0.584,25.3,0.3,1.8,0.092,2116955.0,2560784.0
Marco Belinelli,SG,30,CHO,74,0,1778,264,615,0.429,102,283,0.36,162,332,0.488,0.512,150,168,0.893,14,164,178,147,44,9,70,90,780,0.46,13.1,0.4,-1.1,-0.5,10.2,1.2,0.273,-0.6,0.9,2.0,13.3,1.2,9.2,5.5,0.566,19.2,0.4,3.2,0.087,7082277.0,8567109.0
Dragan Bender,PF,19,PHO,43,0,574,57,161,0.354,28,101,0.277,29,60,0.483,0.441,4,11,0.364,23,80,103,23,10,22,32,74,146,0.627,5.5,3.1,-5.1,-0.7,15.6,0.3,0.068,-4.3,4.2,-0.7,5.3,0.8,16.2,9.7,0.44,14.4,-0.4,-0.3,-0.029,4468800.0,5405705.0
Patrick Beverley,SG,28,HOU,67,67,2058,228,543,0.42,110,288,0.382,118,255,0.463,0.521,73,95,0.768,95,298,393,281,99,25,100,222,639,0.53,18.8,1.0,1.1,1.4,15.8,2.4,0.175,-0.2,5.0,2.9,13.0,2.3,14.6,10.4,0.546,14.1,1.6,5.3,0.123,5513514.0,6669448.0
Bismack Biyombo,C,24,ORL,81,27,1793,179,339,0.528,0,0,0.0,179,339,0.528,0.528,125,234,0.534,157,410,567,74,25,91,95,202,483,0.0,6.0,4.1,-3.2,0.2,25.6,2.1,0.69,-3.4,9.3,0.8,12.2,0.7,17.7,17.2,0.546,13.2,-0.6,2.9,0.077,17000000.0,20564132.0
Nemanja Bjelica,PF,28,MIN,65,1,1190,151,356,0.424,56,177,0.316,95,179,0.531,0.503,45,61,0.738,57,187,244,79,40,20,59,154,403,0.497,9.6,1.4,-1.6,0.2,18.6,0.9,0.171,-1.8,5.5,0.6,11.0,1.7,13.4,12.0,0.526,16.4,0.1,1.5,0.059,3950000.0,4778136.0
Tarik Black,C,25,LAL,67,16,1091,150,294,0.51,1,2,0.5,149,292,0.51,0.512,82,109,0.752,144,199,343,39,29,44,58,173,383,0.007,5.3,3.3,-3.2,-0.9,20.7,0.8,0.371,-2.3,13.9,1.5,15.0,1.3,14.5,17.2,0.56,15.7,-0.3,2.4,0.105,3290000.0,3979764.0
Eric Bledsoe,PG,27,PHO,66,66,2176,449,1034,0.434,104,310,0.335,345,724,0.477,0.485,388,458,0.847,52,268,320,418,91,31,224,164,1390,0.3,31.1,1.2,3.6,-0.1,13.8,1.4,0.443,3.7,2.5,4.0,20.5,2.0,15.3,8.0,0.563,28.1,3.1,5.3,0.118,14500000.0,17539995.0
Andrew Bogut,C,32,TOT,27,21,583,38,81,0.469,0,1,0.0,38,80,0.475,0.469,3,11,0.273,56,162,218,49,13,25,43,86,79,0.012,12.3,3.9,-2.6,2.6,33.9,1.0,0.136,-5.2,10.6,-0.3,9.3,1.2,33.4,21.7,0.46,10.4,-0.1,0.7,0.055,1078810.0,1304987.0
Joel Bolomboy,PF,23,UTA,12,0,53,9,16,0.563,1,4,0.25,8,12,0.667,0.594,3,6,0.5,4,13,17,2,1,2,2,1,22,0.25,6.3,3.1,3.4,1.1,27.6,0.1,0.375,2.3,9.0,0.1,19.7,1.0,9.7,18.5,0.59,18.2,0.1,0.2,0.171,708200.0,856677.0
Devin Booker,SG,20,PHO,78,78,2730,606,1431,0.423,147,405,0.363,459,1026,0.447,0.475,367,441,0.832,46,203,249,268,72,21,241,242,1726,0.283,16.3,0.6,-1.9,-2.3,8.3,0.6,0.308,0.3,1.8,1.3,14.6,1.3,12.9,5.0,0.531,28.6,0.1,2.0,0.035,2319360.0,2805625.0
Trevor Booker,PF,29,BRK,71,43,1754,305,591,0.516,25,78,0.321,280,513,0.546,0.537,74,110,0.673,143,428,571,138,75,28,127,152,709,0.132,12.9,1.2,-0.6,0.3,25.5,2.2,0.186,-0.9,8.7,1.0,15.7,2.0,16.6,17.2,0.554,18.7,0.6,3.1,0.086,9571137.0,11577771.0
Avery Bradley,SG,26,BOS,55,55,1835,359,775,0.463,108,277,0.39,251,498,0.504,0.533,68,93,0.731,65,269,334,122,68,11,88,141,894,0.357,11.0,0.5,-0.6,-0.5,16.2,2.0,0.12,0.0,4.0,1.1,14.4,1.8,9.7,10.1,0.548,21.9,0.7,3.1,0.081,8808989.0,10655836.0
Corey Brewer,SF,30,TOT,82,11,1281,147,348,0.422,27,118,0.229,120,230,0.522,0.461,50,68,0.735,32,134,166,97,61,20,55,133,371,0.339,10.7,1.3,-2.7,0.8,11.6,1.2,0.195,-3.5,2.7,0.0,9.1,2.3,12.7,7.1,0.491,14.3,-0.2,1.2,0.045,8105615.0,9804995.0
Malcolm Brogdon,SG,24,MIL,75,28,1982,290,635,0.457,78,193,0.404,212,442,0.48,0.518,109,126,0.865,47,166,213,317,84,12,113,140,767,0.304,24.3,0.5,-0.4,-0.4,9.6,1.5,0.198,0.0,2.8,2.6,14.9,2.2,14.1,6.3,0.555,18.5,0.8,4.1,0.1,1312611.0,1587806.0
Aaron Brooks,PG,32,IND,65,0,894,121,300,0.403,48,128,0.375,73,172,0.424,0.483,32,40,0.8,18,51,69,125,25,9,66,93,322,0.427,20.7,0.9,-3.7,-1.2,6.3,0.5,0.133,-2.4,2.3,-0.2,9.5,1.4,17.2,4.3,0.507,19.2,-0.4,0.3,0.016,2116955.0,2560784.0
Anthony Brown,SF,24,TOT,11,0,159,18,50,0.36,7,27,0.259,11,23,0.478,0.43,0,0,0.0,8,25,33,8,5,1,6,15,43,0.54,7.6,0.5,-4.4,0.1,16.9,0.2,0.0,-4.5,5.3,-0.2,7.2,1.5,10.7,11.0,0.43,15.6,-0.1,0.0,0.001,77250.0,93445.0
Bobby Brown,PG,32,HOU,25,0,123,23,60,0.383,14,35,0.4,9,25,0.36,0.5,2,2,1.0,0,6,6,14,1,0,5,5,62,0.583,17.6,0.0,-3.6,-3.5,5.3,0.0,0.033,-0.1,0.0,0.1,10.8,0.4,7.6,2.7,0.509,22.7,0.0,0.1,0.04,1231500.0,1489689.0
Jaylen Brown,SF,20,BOS,78,20,1341,192,423,0.454,46,135,0.341,146,288,0.507,0.508,85,124,0.685,45,175,220,64,35,18,68,142,515,0.319,7.2,1.1,-3.7,-0.8,14.4,1.3,0.293,-3.0,3.8,0.2,10.3,1.3,12.5,9.1,0.539,18.1,-0.6,1.5,0.053,4956480.0,5995629.0
Reggie Bullock,SF,25,DET,31,5,467,54,128,0.422,28,73,0.384,26,55,0.473,0.531,5,7,0.714,13,51,64,29,18,3,10,22,141,0.57,8.8,0.5,0.3,1.3,12.4,0.5,0.055,-1.0,2.9,0.4,11.7,1.9,7.1,7.5,0.538,13.4,0.3,1.0,0.101,2500000.0,3024137.0
Trey Burke,PG,24,WAS,57,0,703,116,255,0.455,31,70,0.443,85,185,0.459,0.516,22,29,0.759,7,40,47,100,11,5,48,54,285,0.275,20.7,0.6,-3.0,-1.8,6.4,0.3,0.114,-1.3,1.1,0.3,10.8,0.8,15.2,3.8,0.532,19.6,-0.2,0.5,0.036,784160.0,948562.0
Alec Burks,SG,25,UTA,42,0,653,99,248,0.399,25,76,0.329,74,172,0.43,0.45,60,78,0.769,17,103,120,30,18,5,35,50,283,0.306,7.5,0.6,-2.3,0.0,17.7,0.9,0.315,-2.2,3.1,-0.1,11.6,1.4,11.0,10.6,0.501,22.7,0.0,0.8,0.056,10845506.0,13119318.0
Jimmy Butler,SF,27,CHI,76,75,2809,570,1252,0.455,91,248,0.367,479,1004,0.477,0.492,585,676,0.865,129,341,470,417,143,32,159,112,1816,0.198,24.8,0.9,7.3,1.7,13.2,3.8,0.54,5.6,4.9,10.1,25.1,2.6,9.3,9.0,0.586,26.5,6.6,13.8,0.236,18696918.0,22616817.0
Bruno Caboclo,SF,21,TOR,9,0,40,6,16,0.375,2,6,0.333,4,10,0.4,0.438,0,0,0.0,5,5,10,4,2,1,2,4,14,0.375,15.1,2.2,1.0,0.8,14.1,0.1,0.0,0.2,14.2,0.0,14.6,2.5,11.1,14.1,0.438,20.1,0.0,0.1,0.083,2451224.0,2965134.0
Kentavious Caldwell-Pope,SG,23,DET,76,75,2529,370,928,0.399,153,437,0.35,217,491,0.442,0.481,154,185,0.832,55,193,248,193,89,12,86,118,1047,0.471,11.2,0.4,-0.2,0.4,8.7,2.5,0.199,-0.6,2.3,2.0,12.8,1.8,7.9,5.3,0.519,19.2,1.1,4.5,0.086,17745894.0,21466406.0
Isaiah Canaan,SG,25,CHI,39,0,592,63,173,0.364,25,94,0.266,38,79,0.481,0.436,30,33,0.909,6,44,50,37,22,1,21,35,181,0.543,9.0,0.1,-3.3,0.4,8.1,0.6,0.191,-3.6,1.1,0.0,8.1,1.9,10.1,4.6,0.483,15.4,-0.2,0.5,0.042,1113863.0,1347389.0
Clint Capela,C,22,HOU,65,59,1551,362,563,0.643,0,0,0.0,362,563,0.643,0.643,94,177,0.531,178,348,526,63,34,79,87,179,818,0.0,6.7,4.1,1.2,-0.1,24.5,2.1,0.314,1.3,12.5,3.8,21.4,1.1,12.0,18.5,0.638,19.9,1.2,5.9,0.184,2334528.0,2823973.0
DeMarre Carroll,SF,30,TOR,72,72,1882,220,550,0.4,109,320,0.341,111,230,0.483,0.499,89,117,0.761,63,212,275,74,81,27,54,143,638,0.582,5.7,1.2,0.0,0.4,12.7,2.1,0.213,-0.4,3.8,1.7,11.9,2.2,8.2,8.3,0.53,15.6,1.0,3.8,0.097,14800000.0,17902891.0
Vince Carter,SF,40,MEM,73,15,1799,193,490,0.394,112,296,0.378,81,194,0.418,0.508,88,115,0.765,36,191,227,133,60,36,50,163,586,0.604,11.5,1.9,0.8,1.1,12.5,2.1,0.235,-0.3,2.2,1.9,11.7,1.7,8.5,7.2,0.542,14.9,1.3,4.0,0.106,8000000.0,9677238.0
Michael Carter-Williams,PG,25,CHI,45,19,846,112,306,0.366,15,64,0.234,97,242,0.401,0.391,58,77,0.753,24,129,153,113,38,23,66,102,297,0.209,20.0,2.2,-3.2,1.3,16.6,1.3,0.252,-4.5,3.0,-1.0,9.9,2.3,16.3,9.8,0.437,20.9,-0.3,0.2,0.013,2700000.0,3266068.0
Omri Casspi,PF,28,TOT,36,2,643,77,164,0.47,15,43,0.349,62,121,0.512,0.515,17,29,0.586,27,85,112,37,23,3,29,50,186,0.262,8.6,0.4,-3.2,-0.5,15.2,0.4,0.177,-2.6,4.9,0.1,10.0,1.8,14.1,10.1,0.526,14.4,-0.2,0.5,0.038,2106470.0,2548101.0
Willie Cauley-Stein,C,23,SAC,75,21,1421,255,481,0.53,0,2,0.0,255,479,0.532,0.53,101,151,0.669,85,254,339,80,53,44,69,147,611,0.004,9.4,2.8,-1.0,0.2,20.4,1.5,0.314,-1.2,7.0,1.4,16.3,1.9,11.2,13.8,0.558,19.7,0.3,2.9,0.1,3704160.0,4480755.0
Tyson Chandler,C,34,PHO,47,46,1298,153,228,0.671,0,0,0.0,153,228,0.671,0.671,91,124,0.734,153,386,539,30,33,24,65,126,397,0.0,3.3,1.5,0.3,-0.3,33.2,1.3,0.544,0.7,12.5,2.7,16.6,1.2,18.7,22.6,0.703,11.2,0.8,4.1,0.151,13000000.0,15725512.0
Wilson Chandler,SF,29,DEN,71,33,2197,433,939,0.461,110,326,0.337,323,613,0.527,0.52,141,194,0.727,103,357,460,141,51,30,114,172,1117,0.347,9.8,1.1,-1.0,-1.5,17.8,1.1,0.207,0.5,5.2,2.4,14.9,1.1,10.0,11.6,0.545,22.0,0.5,3.5,0.077,12016854.0,14536245.0
Marquese Chriss,PF,19,PHO,82,75,1743,284,632,0.449,72,224,0.321,212,408,0.52,0.506,113,181,0.624,96,252,348,60,67,70,108,263,753,0.354,5.2,3.2,-2.2,-0.1,16.1,1.5,0.286,-2.2,5.8,0.3,12.3,1.8,13.2,10.8,0.529,19.7,-0.1,1.8,0.05,3073800.0,3718237.0
Ian Clark,SG,25,GSW,77,0,1137,211,433,0.487,61,163,0.374,150,270,0.556,0.558,44,58,0.759,22,99,121,90,39,8,55,77,527,0.376,11.2,0.6,-1.5,-0.5,9.0,1.3,0.134,-1.0,2.3,1.0,13.1,1.7,10.7,5.8,0.575,19.5,0.1,2.3,0.099,1577230.0,1907903.0
Jordan Clarkson,SG,24,LAL,82,19,2397,477,1071,0.445,117,356,0.329,360,715,0.503,0.5,134,168,0.798,49,197,246,213,88,8,164,150,1205,0.332,14.4,0.3,-2.5,-1.6,9.3,0.7,0.157,-0.9,2.2,0.5,13.2,1.8,12.5,5.6,0.526,23.3,-0.3,1.2,0.024,11562500.0,13986634.0
Darren Collison,PG,29,SAC,68,64,2063,340,714,0.476,73,175,0.417,267,539,0.495,0.527,147,171,0.86,23,129,152,312,67,9,114,119,900,0.245,24.5,0.4,-0.9,-1.2,7.1,0.8,0.239,0.3,1.3,3.1,15.3,1.6,12.6,4.3,0.57,19.8,0.6,3.9,0.091,10000000.0,12096548.0
Nick Collison,PF,36,OKC,20,0,128,14,23,0.609,0,1,0.0,14,22,0.636,0.609,5,8,0.625,9,22,31,12,2,2,4,17,33,0.043,13.2,1.2,-0.2,1.1,19.1,0.1,0.348,-1.3,7.8,0.3,12.9,0.8,13.1,13.4,0.622,10.1,0.1,0.4,0.145,2328652.0,2816865.0
Mike Conley,PG,29,MEM,69,68,2292,464,1009,0.46,171,419,0.408,293,590,0.497,0.545,316,368,0.859,31,210,241,433,92,19,156,126,1415,0.415,34.5,0.8,6.8,0.8,10.8,2.5,0.365,6.0,1.5,7.5,23.2,2.1,11.8,6.0,0.604,26.3,5.1,10.0,0.209,28530608.0,34512187.0
Pat Connaughton,SG,24,POR,39,1,316,37,72,0.514,17,33,0.515,20,39,0.513,0.632,7,9,0.778,10,42,52,28,6,2,17,23,98,0.458,12.7,0.5,-0.7,-0.3,14.8,0.2,0.125,-0.4,3.5,0.4,11.8,0.9,18.3,9.1,0.645,13.0,0.1,0.6,0.09,1471382.0,1779864.0
Quinn Cook,PG,23,TOT,14,0,188,33,66,0.5,11,26,0.423,22,40,0.55,0.583,2,5,0.4,1,6,7,26,4,0,13,13,79,0.394,22.8,0.0,-3.1,-1.5,3.6,0.1,0.076,-1.6,0.6,0.1,11.8,1.1,16.0,2.0,0.579,19.6,-0.1,0.2,0.047,189832.0,229630.0
DeMarcus Cousins,C,26,TOT,72,72,2465,647,1432,0.452,131,363,0.361,516,1069,0.483,0.498,517,670,0.772,152,642,794,332,100,93,269,278,1942,0.253,25.8,3.4,6.8,1.8,29.2,3.8,0.468,5.0,7.0,3.9,25.8,2.0,13.5,18.2,0.562,36.5,5.5,7.6,0.149,18063850.0,21851023.0
Robert Covington,SF,26,PHI,67,67,2119,292,732,0.399,137,412,0.333,155,320,0.484,0.492,143,174,0.822,92,344,436,102,127,69,131,203,864,0.563,7.5,2.6,0.2,1.4,17.9,3.2,0.238,-1.2,4.8,0.0,13.2,2.9,13.9,11.3,0.534,19.2,1.1,3.1,0.071,16698103.0,20198941.0
Allen Crabbe,SG,24,POR,79,7,2254,303,647,0.468,134,302,0.444,169,345,0.49,0.572,105,124,0.847,19,207,226,94,54,20,62,171,845,0.467,6.1,0.7,-1.3,-0.6,10.2,1.0,0.192,-0.7,0.9,3.1,11.6,1.2,8.1,5.6,0.602,14.9,0.4,4.2,0.089,18500000.0,22378614.0
Jamal Crawford,SG,36,LAC,82,1,2157,359,870,0.413,116,322,0.36,243,548,0.443,0.479,174,203,0.857,17,112,129,214,61,14,134,115,1008,0.37,15.2,0.5,-2.1,-1.3,5.7,1.4,0.233,-0.8,0.9,0.5,12.0,1.4,12.3,3.3,0.525,22.7,0.0,1.9,0.043,15270762.0,18472350.0
Jordan Crawford,SG,28,NOP,19,0,442,105,218,0.482,37,95,0.389,68,123,0.553,0.567,20,26,0.769,4,30,34,57,11,2,25,30,267,0.436,22.7,0.4,1.3,-0.9,7.2,0.3,0.119,2.2,0.9,0.6,17.6,1.2,9.8,4.1,0.582,25.5,0.4,0.9,0.102,1709538.0,2067950.0
Jae Crowder,SF,26,BOS,72,72,2335,333,720,0.463,157,394,0.398,176,326,0.54,0.572,176,217,0.811,48,367,415,155,73,23,80,161,999,0.547,10.1,0.8,0.9,-0.1,17.3,2.5,0.301,1.0,2.3,4.1,14.9,1.6,8.9,9.9,0.613,17.0,1.7,6.7,0.137,6796117.0,8220955.0
Dante Cunningham,PF,29,NOP,66,35,1649,174,359,0.485,71,181,0.392,103,178,0.579,0.584,16,27,0.593,56,221,277,37,39,28,28,100,435,0.504,3.2,1.4,-1.6,0.3,14.2,1.6,0.075,-1.9,3.6,1.4,10.2,1.2,7.0,8.9,0.586,10.7,0.2,3.0,0.088,2300000.0,2782206.0
Seth Curry,PG,26,DAL,70,42,2029,338,703,0.481,137,322,0.425,201,381,0.528,0.578,85,100,0.85,25,154,179,189,79,7,92,126,898,0.458,16.0,0.3,1.2,0.4,9.3,1.7,0.142,0.8,1.4,2.9,15.5,2.0,11.0,5.1,0.601,19.5,1.7,4.6,0.11,3028410.0,3663330.0
