Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,SalaryAdj
Andre Iguodala,SG,29,DEN,80,80,2779,396,879,0.451,91,287,0.317,305,592,0.515,0.502,155,270,0.574,82,341,423,433,139,52,206,127,1038,0.327,22.4,1.5,2.6,1.4,13.5,3.2,0.307,1.2,3.4,2.4,15.2,2.5,17.1,8.5,0.52,18.8,3.3,5.6,0.097,12868632.0,16329986.0
Kyrie Irving,PG,20,CLE,59,59,2048,484,1070,0.452,109,279,0.391,375,791,0.474,0.503,248,290,0.855,34,182,216,350,89,21,191,146,1325,0.261,32.7,0.8,3.7,-0.7,10.8,1.1,0.271,4.3,1.8,4.2,21.4,2.3,13.8,6.1,0.553,30.2,3.0,5.3,0.125,5915880.0,7507110.0
Royal Ivey,SG,31,PHI,53,5,698,62,144,0.431,37,88,0.42,25,56,0.446,0.559,9,16,0.563,16,41,57,32,23,3,20,73,170,0.611,6.7,0.3,-2.8,0.6,6.8,0.5,0.111,-3.4,2.5,0.5,8.1,1.7,11.7,4.6,0.563,11.3,-0.1,1.0,0.066,74839.0,94968.0
Jarrett Jack,SG,29,GSW,79,4,2349,387,857,0.452,82,203,0.404,305,654,0.466,0.499,167,198,0.843,21,222,243,439,60,11,157,134,1023,0.237,29.9,0.4,0.5,-0.6,10.1,1.8,0.231,1.1,1.0,3.9,15.9,1.3,14.3,5.7,0.542,21.0,1.4,5.6,0.115,6300000.0,7994549.0
Reggie Jackson,PG,22,OKC,70,0,993,149,325,0.458,24,104,0.231,125,221,0.566,0.495,52,62,0.839,21,145,166,122,29,13,53,84,374,0.32,19.3,1.0,0.1,0.5,15.6,1.3,0.191,-0.4,2.6,1.2,14.2,1.5,13.1,9.6,0.531,18.6,0.5,2.5,0.121,1329720.0,1687382.0
Stephen Jackson,SF,34,SAS,55,6,1075,123,330,0.373,46,170,0.271,77,160,0.481,0.442,49,70,0.7,22,133,155,80,37,14,77,89,341,0.515,10.7,0.9,-3.5,0.1,13.5,1.5,0.212,-3.6,2.5,-1.2,8.0,1.8,17.6,8.3,0.473,18.7,-0.4,0.3,0.013,238739.0,302954.0
Bernard James,C,27,DAL,46,11,457,53,103,0.515,0,2,0.0,53,101,0.525,0.515,25,41,0.61,52,79,131,6,12,38,18,64,131,0.019,1.9,6.5,-1.6,0.7,18.9,0.7,0.398,-2.4,12.9,0.5,14.7,1.3,12.9,16.0,0.541,13.9,0.0,1.2,0.125,788872.0,1001059.0
Damion James,SF,25,BRK,2,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,14.0,17.8,0.0,0.0,0.0,-3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107776.0,136765.0
LeBron James,PF,28,MIA,76,76,2877,765,1354,0.565,103,254,0.406,662,1100,0.602,0.603,403,535,0.753,97,513,610,551,129,67,226,110,2036,0.188,36.4,1.9,11.7,2.4,20.8,4.7,0.395,9.3,4.4,14.6,31.6,2.4,12.4,13.1,0.64,30.2,9.9,19.3,0.322,19067500.0,24196202.0
Mike James,PG,37,DAL,45,23,862,101,271,0.373,48,125,0.384,53,146,0.363,0.461,23,29,0.793,9,63,72,139,26,3,55,95,273,0.461,23.7,0.3,-3.5,-1.0,8.0,0.5,0.107,-2.5,1.2,0.0,9.5,1.5,16.2,4.7,0.481,17.9,-0.3,0.4,0.024,889097.0,1128242.0
Antawn Jamison,PF,36,LAL,76,6,1636,267,575,0.464,84,233,0.361,183,342,0.535,0.537,94,136,0.691,109,253,362,50,30,22,53,124,712,0.405,5.0,1.0,-0.1,-1.1,16.6,1.3,0.237,1.0,7.5,3.0,15.3,0.9,7.7,12.2,0.561,18.7,0.8,4.3,0.126,1399507.0,1775940.0
Al Jefferson,C,28,UTA,78,78,2578,611,1236,0.494,2,17,0.118,609,1219,0.5,0.495,167,217,0.77,156,564,720,164,80,89,105,170,1391,0.014,12.0,2.7,2.4,0.1,25.9,3.3,0.176,2.2,7.0,4.3,20.9,1.6,7.3,16.3,0.522,25.3,2.8,7.7,0.143,13500000.0,17131177.0
Richard Jefferson,SF,32,GSW,56,1,568,62,136,0.456,14,45,0.311,48,91,0.527,0.507,38,53,0.717,5,79,84,31,14,7,23,45,176,0.331,8.0,1.0,-1.3,0.6,14.9,0.6,0.39,-1.8,1.0,0.4,10.3,1.3,12.6,8.1,0.552,14.4,0.1,1.0,0.081,11046000.0,14017110.0
John Jenkins,SG,21,ATL,61,2,902,131,294,0.446,53,138,0.384,78,156,0.5,0.536,59,70,0.843,17,77,94,56,12,10,40,37,374,0.469,9.8,0.8,-0.8,-1.2,9.6,0.6,0.238,0.4,2.2,1.1,13.0,0.7,11.0,6.0,0.576,18.7,0.3,1.7,0.091,1258800.0,1597387.0
Brandon Jennings,PG,23,MIL,80,80,2897,497,1247,0.399,173,461,0.375,324,786,0.412,0.468,230,281,0.819,59,187,246,521,125,10,203,155,1397,0.37,29.1,0.3,1.1,-0.6,7.2,2.2,0.225,1.7,2.1,3.6,16.1,2.2,12.9,4.6,0.51,23.7,2.2,5.8,0.096,7655503.0,9714650.0
Jonas Jerebko,PF,25,DET,49,2,892,142,316,0.449,25,83,0.301,117,233,0.502,0.489,68,88,0.773,68,117,185,43,38,8,42,90,377,0.263,8.1,0.7,-0.1,-0.4,15.4,0.8,0.278,0.3,8.6,1.2,15.7,2.3,10.6,11.9,0.531,20.2,0.4,2.0,0.107,4500000.0,5710392.0
Amir Johnson,PF,25,TOR,81,38,2325,336,606,0.554,5,13,0.385,331,593,0.558,0.559,136,187,0.727,227,384,611,122,81,110,117,301,813,0.021,8.7,3.8,1.0,1.0,20.0,2.9,0.309,0.0,11.4,4.4,17.3,1.8,14.5,15.6,0.591,16.1,1.8,7.3,0.151,6500000.0,8248344.0
Chris Johnson,C,27,MIN,30,0,284,48,75,0.64,0,0,0.0,48,75,0.64,0.64,21,34,0.618,20,40,60,8,7,28,13,49,117,0.0,4.9,7.6,1.6,2.8,16.6,0.4,0.453,-1.2,7.8,0.6,18.4,1.3,12.6,12.1,0.65,16.2,0.3,1.0,0.176,916099.0,1162507.0
James Johnson,SF,25,SAC,54,11,878,117,283,0.413,2,21,0.095,115,262,0.439,0.417,40,67,0.597,49,96,145,58,41,50,68,99,276,0.074,10.2,4.5,-3.5,0.3,12.9,0.6,0.237,-3.9,6.2,-1.1,10.2,2.4,17.9,9.5,0.442,19.3,-0.3,-0.5,-0.028,507409.0,643889.0
Joe Johnson,SG,31,BRK,72,72,2642,445,1052,0.423,148,395,0.375,297,657,0.452,0.493,132,161,0.82,53,165,218,253,49,14,123,99,1170,0.375,16.7,0.4,0.0,-1.4,7.4,1.2,0.153,1.4,2.4,3.9,14.1,1.0,9.9,4.9,0.521,21.7,1.3,5.1,0.092,21466718.0,27240752.0
Orlando Johnson,SG,23,IND,51,0,619,72,180,0.4,36,94,0.383,36,86,0.419,0.5,23,32,0.719,20,90,110,47,11,9,29,51,203,0.522,12.5,1.1,0.2,0.7,15.9,1.0,0.178,-0.5,3.7,0.5,11.4,0.9,13.0,9.9,0.523,16.4,0.3,1.5,0.115,788872.0,1001059.0
Wesley Johnson,SF,25,PHO,50,21,953,161,396,0.407,50,155,0.323,111,241,0.461,0.47,27,35,0.771,21,102,123,34,22,18,48,56,399,0.391,5.9,1.4,-3.3,-1.7,12.4,0.5,0.088,-1.6,2.5,-0.5,10.3,1.2,10.4,7.3,0.485,21.4,-0.3,0.0,0.0,916099.0,1162507.0
Darius Johnson-Odom,SG,23,LAL,4,0,6,0,4,0.0,0,1,0.0,0,3,0.0,0.0,0,0,0.0,1,3,4,1,0,0,0,0,0,0.25,21.7,0.0,-21.0,-6.0,53.7,0.0,0.0,-15.0,18.9,-0.1,-6.7,0.0,0.0,36.7,0.0,29.7,0.0,-0.1,-0.439,46404.0,58885.0
James Jones,SF,32,MIA,38,0,221,21,61,0.344,16,53,0.302,5,8,0.625,0.475,2,4,0.5,0,22,22,13,2,6,3,16,60,0.869,8.4,2.2,-3.0,-1.0,11.6,0.2,0.066,-2.0,0.0,0.1,8.1,0.5,4.6,6.1,0.478,14.2,-0.1,0.2,0.054,1500000.0,1903464.0
Perry Jones,SF,21,OKC,38,1,280,39,99,0.394,0,2,0.0,39,97,0.402,0.394,10,15,0.667,12,50,62,10,5,6,15,23,88,0.02,5.5,1.6,-7.3,-1.5,19.1,0.4,0.152,-5.8,5.3,-0.4,7.8,0.9,12.4,12.7,0.417,19.6,-0.4,0.0,-0.003,1082520.0,1373692.0
Solomon Jones,PF,28,NYK,2,1,26,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,1,2,3,0,0,1,3,3,0,0.0,0.0,3.3,-10.9,-1.2,9.3,0.0,0.0,-9.7,4.4,-0.1,-5.7,0.0,75.0,6.8,0.0,7.2,-0.1,-0.1,-0.172,474583.0,602234.0
Terrence Jones,PF,21,HOU,19,0,276,43,94,0.457,5,19,0.263,38,75,0.507,0.484,13,17,0.765,28,37,65,15,12,19,13,21,104,0.202,8.6,5.2,1.7,1.4,15.0,0.4,0.181,0.3,11.6,0.3,17.1,2.2,11.4,13.4,0.512,18.1,0.3,0.7,0.128,1551840.0,1969247.0
DeAndre Jordan,C,24,LAC,82,82,2010,314,488,0.643,0,0,0.0,314,488,0.643,0.643,96,249,0.386,210,384,594,28,48,112,100,192,724,0.0,2.2,4.7,-0.2,-0.2,22.4,3.2,0.51,-0.1,12.7,3.0,17.2,1.3,14.3,17.6,0.606,15.9,0.9,6.2,0.148,10986550.0,13941669.0
Cory Joseph,PG,21,SAS,28,9,388,51,110,0.464,6,21,0.286,45,89,0.506,0.491,18,21,0.857,12,40,52,53,15,4,21,25,126,0.191,20.2,0.7,-0.4,0.8,11.3,0.5,0.191,-1.2,3.8,0.4,13.5,2.0,15.0,7.7,0.528,16.6,0.2,0.9,0.113,1182600.0,1500691.0
Chris Kaman,C,30,DAL,66,52,1363,313,617,0.507,0,1,0.0,313,616,0.508,0.507,67,85,0.788,97,275,372,51,29,52,103,141,693,0.002,6.6,3.0,-2.4,-0.8,22.1,1.6,0.138,-1.5,8.1,0.0,16.3,1.1,13.6,15.2,0.529,25.3,-0.1,1.6,0.058,3183000.0,4039150.0
Michael Kidd-Gilchrist,SF,19,CHA,78,77,2025,281,613,0.458,2,9,0.222,279,604,0.462,0.46,140,187,0.749,131,324,455,117,54,70,101,164,704,0.015,10.1,2.8,-2.6,-0.9,18.9,1.0,0.305,-1.6,7.2,1.1,14.0,1.4,12.7,12.9,0.506,17.9,-0.3,2.1,0.051,4809840.0,6103572.0
Andrei Kirilenko,SF,31,MIN,64,64,2034,284,560,0.507,35,120,0.292,249,440,0.566,0.538,188,250,0.752,102,260,362,177,96,62,119,82,791,0.214,14.4,2.4,3.5,1.8,15.1,2.6,0.446,1.8,5.6,3.4,17.6,2.4,15.1,10.2,0.59,17.4,2.9,6.0,0.142,3183000.0,4039150.0
Linas Kleiza,SF,28,TOR,20,3,376,48,144,0.333,20,66,0.303,28,78,0.359,0.403,32,38,0.842,10,42,52,16,4,2,14,45,148,0.458,6.9,0.4,-5.4,-2.4,13.5,0.2,0.264,-3.0,3.1,-0.1,8.2,0.6,8.0,8.2,0.46,21.6,-0.3,0.1,0.013,4600000.0,5837290.0
Brandon Knight,PG,21,DET,75,75,2365,357,878,0.407,120,327,0.367,237,551,0.43,0.475,165,225,0.733,54,193,247,303,58,8,205,157,999,0.372,21.3,0.3,-2.8,-1.9,9.6,0.8,0.256,-0.9,2.6,0.3,12.0,1.3,17.3,6.0,0.511,22.8,-0.5,1.1,0.022,2947800.0,3740687.0
Kyle Korver,SF,31,ATL,74,60,2259,277,601,0.461,189,414,0.457,88,187,0.471,0.618,67,78,0.859,23,270,293,146,70,37,70,170,810,0.689,9.9,1.3,1.8,0.7,13.5,2.5,0.13,1.1,1.2,4.0,13.9,1.6,9.9,7.4,0.637,14.5,2.2,6.4,0.137,6760563.0,8578993.0
Kosta Koufos,C,23,DEN,81,81,1817,295,508,0.581,0,1,0.0,295,507,0.582,0.581,58,104,0.558,211,351,562,32,44,103,53,246,648,0.002,2.6,4.4,0.6,0.4,21.2,2.5,0.205,0.2,13.3,3.9,17.2,1.2,8.7,17.3,0.585,14.5,1.2,6.5,0.171,3000000.0,3806928.0
Doron Lamb,SG,21,TOT,47,0,577,60,163,0.368,14,37,0.378,46,126,0.365,0.411,20,34,0.588,8,38,46,32,13,0,26,52,154,0.227,8.2,0.0,-7.3,-1.6,7.4,0.2,0.209,-5.6,1.5,-0.6,4.8,1.2,12.7,4.4,0.433,15.7,-0.8,-0.4,-0.032,788872.0,1001059.0
Jeremy Lamb,SF,20,OKC,23,0,147,24,68,0.353,9,30,0.3,15,38,0.395,0.419,14,14,1.0,5,13,18,5,2,2,6,13,71,0.441,5.4,1.0,-5.4,-2.7,9.4,0.1,0.206,-2.7,4.2,0.1,11.2,0.7,7.5,7.0,0.479,24.8,-0.1,0.2,0.058,2111160.0,2679011.0
Carl Landry,PF,29,GSW,81,2,1876,325,602,0.54,1,3,0.333,324,599,0.541,0.541,223,273,0.817,180,303,483,65,35,31,115,190,874,0.005,5.6,1.3,-0.2,-0.7,17.3,1.9,0.453,0.5,10.9,4.3,17.5,0.9,13.7,14.2,0.605,20.0,0.8,6.2,0.159,6750000.0,8565588.0
Ty Lawson,PG,25,DEN,73,71,2513,448,971,0.461,85,232,0.366,363,739,0.491,0.505,235,311,0.756,36,162,198,501,107,8,182,135,1216,0.239,30.2,0.2,2.0,-0.5,7.1,1.8,0.32,2.5,1.6,5.6,17.9,2.1,14.1,4.4,0.549,22.3,2.5,7.4,0.141,10786517.0,13687832.0
Courtney Lee,SG,27,BOS,78,39,1941,246,530,0.464,58,156,0.372,188,374,0.503,0.519,62,72,0.861,31,159,190,143,89,21,84,139,612,0.294,11.7,0.9,-0.5,1.2,9.4,2.4,0.136,-1.8,1.9,0.9,11.7,2.4,13.0,5.8,0.545,15.7,0.7,3.3,0.082,5225000.0,6630400.0
David Lee,PF,29,GSW,79,79,2907,602,1160,0.519,0,4,0.0,602,1156,0.521,0.519,255,320,0.797,218,668,886,279,67,22,207,246,1459,0.003,16.5,0.6,1.8,0.4,24.5,3.7,0.276,1.4,8.5,5.4,19.2,1.2,13.7,16.8,0.561,23.2,2.8,9.1,0.15,13878000.0,17610850.0
Kawhi Leonard,SF,21,SAS,58,57,1810,260,526,0.494,65,174,0.374,195,352,0.554,0.556,104,126,0.825,63,283,346,93,97,32,62,99,689,0.331,7.7,1.3,3.1,2.0,17.1,3.3,0.24,1.1,4.3,3.0,16.4,2.7,9.6,11.1,0.592,16.4,2.3,6.2,0.166,1991760.0,2527495.0
Meyers Leonard,C,20,POR,69,9,1206,151,277,0.545,3,7,0.429,148,270,0.548,0.551,72,89,0.809,80,175,255,33,11,38,49,168,377,0.025,4.3,2.4,-3.3,-0.6,17.1,0.7,0.321,-2.7,7.6,1.8,12.1,0.5,13.4,12.3,0.596,13.9,-0.4,2.4,0.097,2222160.0,2819867.0
Jon Leuer,PF-C,23,TOT,28,0,187,25,52,0.481,0,3,0.0,25,49,0.51,0.481,6,13,0.462,13,24,37,8,6,0,8,21,56,0.058,6.8,0.0,-4.0,-0.7,15.5,0.2,0.25,-3.3,7.9,0.0,10.4,1.7,12.2,11.6,0.485,15.9,-0.1,0.2,0.057,900000.0,1142078.0
Rashard Lewis,PF,33,MIA,55,9,792,103,249,0.414,51,131,0.389,52,118,0.441,0.516,28,45,0.622,19,102,121,30,21,14,33,67,285,0.526,5.7,1.4,-2.5,-1.0,15.0,0.9,0.181,-1.5,3.1,0.3,11.1,1.4,10.9,9.4,0.53,18.2,-0.1,1.2,0.071,1399507.0,1775940.0
DeAndre Liggins,SG,24,OKC,39,1,290,21,47,0.447,7,19,0.368,14,28,0.5,0.521,9,18,0.5,13,40,53,15,18,3,14,33,58,0.404,7.2,0.8,-0.7,2.5,14.7,0.5,0.383,-3.2,5.5,0.1,9.4,3.2,20.3,10.5,0.528,10.8,0.1,0.6,0.092,88429.0,112214.0
Damian Lillard,PG,22,POR,82,82,3167,553,1288,0.429,185,503,0.368,368,785,0.469,0.501,271,321,0.844,42,215,257,531,74,19,243,172,1562,0.391,28.8,0.5,0.3,-1.9,8.0,0.7,0.249,2.1,1.5,5.1,16.4,1.2,14.5,4.7,0.546,24.2,1.8,5.8,0.088,3202920.0,4064428.0
Jeremy Lin,PG,24,HOU,82,82,2640,396,897,0.441,87,257,0.339,309,640,0.483,0.49,216,275,0.785,32,215,247,497,134,29,236,205,1095,0.287,29.4,0.8,0.3,0.4,9.1,2.5,0.307,-0.1,1.4,3.0,14.9,2.5,18.8,5.3,0.538,20.8,1.5,5.4,0.099,5225000.0,6630400.0
Shaun Livingston,PG,27,TOT,66,16,1455,166,346,0.48,0,4,0.0,166,342,0.485,0.48,85,98,0.867,31,127,158,215,48,31,76,127,417,0.012,23.2,1.7,-1.0,0.4,10.4,0.9,0.283,-1.5,2.4,1.7,13.0,1.7,16.3,6.2,0.536,14.3,0.4,2.6,0.086,1265977.0,1606494.0
Brook Lopez,C,24,BRK,74,74,2253,570,1094,0.521,0,1,0.0,570,1093,0.522,0.521,297,392,0.758,208,304,512,70,33,154,131,152,1437,0.001,6.4,5.2,3.2,-0.2,16.1,2.6,0.358,3.4,10.8,6.4,24.7,0.8,9.4,13.4,0.567,28.6,3.0,9.0,0.191,14694000.0,18646335.0
Robin Lopez,C,24,NOH,82,82,2136,384,719,0.534,0,0,0.0,384,719,0.534,0.534,161,207,0.778,226,236,462,64,32,128,110,167,929,0.0,5.3,5.0,0.6,-0.7,13.4,1.2,0.288,1.3,12.4,4.4,18.9,0.8,12.0,12.9,0.573,20.0,1.4,5.6,0.126,5119761.0,6496854.0
Kevin Love,PF,24,MIN,18,18,618,105,298,0.352,20,92,0.217,85,206,0.413,0.386,100,142,0.704,64,188,252,42,13,9,39,34,330,0.309,11.8,1.1,0.4,-1.0,35.9,0.9,0.477,1.4,11.5,0.1,17.9,1.1,9.8,23.3,0.458,28.9,0.4,1.1,0.084,14693906.0,18646215.0
Kyle Lowry,PG,26,TOR,68,52,2020,250,623,0.401,101,279,0.362,149,344,0.433,0.482,190,239,0.795,56,265,321,435,94,24,157,218,791,0.448,34.6,1.0,2.9,0.9,15.9,2.1,0.384,2.0,3.2,3.5,17.5,2.5,17.7,9.5,0.543,20.3,2.5,5.6,0.133,6210000.0,7880341.0
Shelvin Mack,PG-SG,22,TOT,31,3,416,58,126,0.46,18,49,0.367,40,77,0.519,0.532,9,16,0.563,3,37,40,68,15,0,34,39,143,0.389,26.3,0.0,-2.7,-0.1,10.0,0.4,0.127,-2.6,0.8,0.1,11.3,1.9,20.4,5.4,0.537,18.5,-0.1,0.5,0.056,884293.0,1122146.0
Ian Mahinmi,C,26,IND,80,2,1322,149,329,0.453,0,2,0.0,149,327,0.456,0.453,104,171,0.608,115,196,311,27,39,66,92,201,402,0.006,3.3,3.7,-3.4,1.4,16.2,2.6,0.52,-4.7,9.9,-0.4,10.6,1.6,18.5,13.1,0.497,17.1,-0.5,2.3,0.083,4000000.0,5075904.0
Shawn Marion,PF,34,DAL,67,67,2010,355,690,0.514,23,73,0.315,332,617,0.538,0.531,79,101,0.782,146,379,525,163,75,47,103,111,812,0.106,13.1,1.8,2.2,0.6,20.6,2.5,0.146,1.6,8.2,2.9,18.0,1.9,12.3,14.5,0.553,19.0,2.1,5.3,0.127,9316796.0,11822791.0
Kendall Marshall,PG,21,PHO,48,3,702,56,151,0.371,23,73,0.315,33,78,0.423,0.447,8,14,0.571,4,38,42,143,22,4,57,48,143,0.483,29.4,0.4,-5.2,-1.7,6.3,0.2,0.093,-3.5,0.6,-0.4,7.8,1.6,26.6,3.4,0.455,13.6,-0.6,-0.2,-0.012,547570.0,694853.0
Cartier Martin,SF,28,WAS,41,3,694,96,252,0.381,58,146,0.397,38,106,0.358,0.496,20,28,0.714,11,89,100,20,19,6,32,58,270,0.579,4.8,0.7,-2.1,-0.5,14.3,0.9,0.111,-1.6,1.7,-0.2,9.7,1.4,10.8,8.0,0.511,19.5,0.0,0.7,0.047,1003248.0,1273096.0
Kenyon Martin,C,35,NYK,18,11,431,56,93,0.602,0,0,0.0,56,93,0.602,0.602,17,40,0.425,34,61,95,8,16,17,16,64,129,0.0,2.9,3.4,-1.1,0.4,17.1,0.6,0.43,-1.5,8.9,0.6,13.9,2.0,12.6,12.9,0.583,13.7,0.1,1.2,0.128,1399507.0,1775940.0
Kevin Martin,SG,29,OKC,77,0,2136,350,778,0.45,158,371,0.426,192,407,0.472,0.551,219,246,0.89,31,147,178,106,72,8,101,138,1077,0.477,7.9,0.3,1.0,-0.7,7.4,2.0,0.316,1.7,1.8,5.0,16.0,1.7,10.2,4.8,0.608,21.0,1.6,7.0,0.157,6500000.0,8248344.0
Roger Mason,SG,32,NOH,69,13,1219,132,305,0.433,66,159,0.415,66,146,0.452,0.541,39,43,0.907,11,121,132,74,26,11,51,104,369,0.521,9.5,0.8,-1.9,-0.5,12.0,0.3,0.141,-1.3,1.1,1.1,10.0,1.2,13.6,6.5,0.57,14.3,0.1,1.4,0.057,1272279.0,1614491.0
Wesley Matthews,SG,26,POR,69,69,2403,352,808,0.436,169,425,0.398,183,383,0.478,0.54,149,187,0.797,35,156,191,174,90,18,109,172,1022,0.526,11.8,0.6,0.5,-0.2,7.6,1.0,0.231,0.7,1.7,3.6,14.1,2.0,10.9,4.6,0.574,19.1,1.5,4.7,0.093,6875480.0,8724819.0
Jason Maxiell,PF,29,DET,72,71,1789,204,457,0.446,0,0,0.0,204,457,0.446,0.446,90,145,0.621,135,274,409,54,32,95,81,172,498,0.0,4.7,4.2,-3.4,-0.1,18.0,1.7,0.317,-3.3,8.5,0.1,11.3,0.9,13.5,13.2,0.478,15.3,-0.6,1.8,0.047,2500000.0,3172440.0
Eric Maynor,PG-SG,25,TOT,64,0,963,106,281,0.377,34,96,0.354,72,185,0.389,0.438,45,62,0.726,9,37,46,182,22,1,79,55,291,0.342,28.7,0.1,-4.5,-2.6,4.4,0.3,0.221,-1.9,1.1,-0.1,9.3,1.2,20.4,2.8,0.472,18.4,-0.6,0.2,0.008,2016000.0,2558255.0
Luc Mbah a Moute,SF,26,MIL,58,45,1326,151,377,0.401,13,37,0.351,138,340,0.406,0.418,72,126,0.571,89,167,256,55,42,14,70,82,387,0.098,6.1,0.8,-4.1,-0.6,14.0,1.2,0.334,-3.5,7.0,-0.8,9.1,1.6,13.9,10.4,0.447,16.5,-0.7,0.5,0.017,4588384.0,5822549.0
JaVale McGee,C,25,DEN,79,0,1433,303,527,0.575,1,1,1.0,302,526,0.574,0.576,110,186,0.591,158,223,381,24,30,157,90,184,717,0.002,2.7,8.5,1.6,1.2,17.1,2.2,0.353,0.4,12.6,2.7,20.7,1.1,12.9,14.9,0.589,21.1,1.3,4.9,0.163,10750000.0,13641493.0
Josh McRoberts,PF,25,TOT,67,22,1487,156,343,0.455,24,84,0.286,132,259,0.51,0.49,65,85,0.765,93,232,325,141,32,27,66,131,401,0.245,14.8,1.4,-1.4,-0.2,18.1,0.7,0.248,-1.1,7.0,1.5,12.7,1.1,14.8,12.4,0.527,13.7,0.2,2.2,0.072,2652000.0,3365324.0
Jodie Meeks,SG,25,LAL,78,10,1663,205,530,0.387,122,342,0.357,83,188,0.441,0.502,86,96,0.896,37,134,171,69,58,5,52,103,618,0.645,6.4,0.2,-1.0,-0.3,8.7,1.1,0.181,-0.7,2.5,1.9,11.4,1.8,8.3,5.7,0.54,16.7,0.4,3.0,0.085,1550000.0,1966912.0
Fab Melo,C,22,BOS,6,0,36,3,6,0.5,0,0,0.0,3,6,0.5,0.5,1,4,0.25,0,3,3,0,2,2,1,7,7,0.0,0.0,4.4,-7.6,0.7,9.6,0.1,0.667,-8.3,0.0,0.0,4.9,2.9,11.4,4.9,0.451,11.5,-0.1,0.0,0.021,1311240.0,1663932.0
Khris Middleton,SG,21,DET,27,0,475,62,141,0.44,14,45,0.311,48,96,0.5,0.489,27,32,0.844,4,46,50,28,15,4,11,53,165,0.319,9.5,0.7,-1.9,-0.1,11.4,0.3,0.227,-1.9,1.0,0.6,11.4,1.7,6.6,6.1,0.532,15.9,0.0,0.9,0.089,788872.0,1001059.0
Andre Miller,PG,36,DEN,82,11,2151,303,632,0.479,17,64,0.266,286,568,0.504,0.493,163,194,0.84,60,178,238,484,73,11,172,159,786,0.101,32.2,0.4,0.9,-0.2,9.1,1.5,0.307,1.1,3.2,3.9,15.7,1.7,19.3,6.2,0.548,17.9,1.6,5.4,0.12,5000000.0,6344880.0
Darius Miller,SF,22,NOH,52,2,694,44,108,0.407,22,56,0.393,22,52,0.423,0.509,8,8,1.0,8,70,78,44,17,12,23,89,118,0.519,9.3,1.4,-2.7,0.9,12.2,0.3,0.074,-3.6,1.3,0.2,6.3,1.3,17.1,6.7,0.529,9.0,-0.1,0.5,0.034,788872.0,1001059.0
Mike Miller,SF,32,MIA,59,17,900,100,231,0.433,73,175,0.417,27,56,0.482,0.591,8,11,0.727,18,139,157,99,21,4,35,63,281,0.758,16.2,0.4,1.5,-0.3,18.0,1.0,0.048,1.8,2.6,1.6,13.5,1.2,12.9,10.7,0.596,14.4,0.8,2.6,0.137,7599507.0,9643591.0
Quincy Miller,PF,20,DEN,7,0,26,4,12,0.333,0,1,0.0,4,11,0.364,0.333,1,2,0.5,1,1,2,3,1,0,1,3,9,0.083,16.8,0.0,-9.2,-2.5,4.2,0.0,0.167,-6.6,4.4,0.0,5.9,1.9,7.2,4.3,0.349,23.1,0.0,0.0,-0.051,788872.0,1001059.0
Paul Millsap,PF,27,UTA,78,78,2375,429,875,0.49,13,39,0.333,416,836,0.498,0.498,264,356,0.742,177,377,554,201,102,80,138,232,1135,0.045,14.5,2.7,2.7,1.0,18.8,2.9,0.407,1.7,8.6,4.8,19.8,2.3,11.8,13.7,0.55,22.4,2.8,7.6,0.154,9500000.0,12055273.0
Nazr Mohammed,C,35,CHI,63,12,693,66,180,0.367,0,2,0.0,66,178,0.371,0.367,34,47,0.723,73,122,195,26,21,32,24,97,166,0.011,5.8,3.5,-3.6,0.6,20.4,1.2,0.261,-4.1,12.0,0.0,10.8,1.6,10.7,16.2,0.414,14.9,-0.3,1.2,0.082,1399507.0,1775940.0
Greg Monroe,C,22,DET,81,81,2687,514,1058,0.486,0,4,0.0,514,1054,0.488,0.486,270,392,0.689,236,541,777,281,105,55,234,190,1298,0.004,18.6,1.6,1.8,0.4,23.6,3.2,0.371,1.5,9.9,2.7,19.5,2.1,16.0,16.7,0.527,24.8,2.6,5.9,0.105,4086453.0,5185611.0
E'Twaun Moore,SG,23,ORL,75,21,1682,237,598,0.396,67,197,0.34,170,401,0.424,0.452,47,59,0.797,48,119,167,206,51,23,105,122,588,0.329,19.1,1.1,-2.3,-0.7,8.0,0.7,0.099,-1.6,3.2,-0.4,10.7,1.6,14.4,5.6,0.471,19.7,-0.1,0.2,0.006,884293.0,1122146.0
Darius Morris,PG,22,LAL,48,17,683,73,188,0.388,24,66,0.364,49,122,0.402,0.452,24,37,0.649,24,33,57,76,21,2,45,58,194,0.351,16.8,0.2,-4.2,-0.9,5.2,0.3,0.197,-3.3,4.0,-0.1,8.1,1.6,18.1,4.6,0.475,16.2,-0.4,0.2,0.016,944923.0,1199083.0
