Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,SalaryAdj
Ryan Hollins,C,26,CLE,70,16,1182,131,219,0.598,0,0,0.0,131,219,0.598,0.598,111,163,0.681,70,116,186,26,22,42,67,199,373,0.0,3.6,2.7,-4.3,-0.3,11.6,0.5,0.744,-4.0,6.6,1.3,10.7,1.0,18.7,9.0,0.642,13.7,-0.7,1.8,0.072,2483333.0,3259934.0
Al Horford,C,24,ATL,77,77,2704,513,921,0.557,2,4,0.5,511,917,0.557,0.558,150,188,0.798,182,536,718,266,59,80,119,193,1178,0.004,17.5,2.3,3.6,1.1,23.7,3.7,0.204,2.5,8.2,6.4,20.7,1.2,10.6,16.0,0.587,19.7,3.9,10.1,0.179,12000000.0,15752704.0
Eddie House,SG,32,MIA,56,1,978,128,321,0.399,68,175,0.389,60,146,0.411,0.505,38,40,0.95,9,83,92,62,32,3,29,68,362,0.545,10.0,0.2,-0.3,0.2,9.5,1.2,0.125,-0.5,1.2,1.0,11.9,1.7,7.9,5.6,0.535,17.6,0.4,2.2,0.108,1352181.0,1775042.0
Dwight Howard,C,25,ORL,78,78,2935,619,1044,0.593,0,7,0.0,619,1037,0.597,0.593,546,916,0.596,309,789,1098,107,107,186,279,258,1784,0.007,6.8,4.9,5.3,2.4,30.6,7.7,0.877,2.9,12.6,6.7,26.1,1.9,16.2,21.8,0.616,27.2,5.4,14.4,0.235,18091770.0,23749525.0
Josh Howard,SF,30,WAS,18,10,409,58,162,0.358,7,29,0.241,51,133,0.383,0.38,29,47,0.617,18,56,74,24,13,5,20,34,152,0.179,9.4,0.9,-3.8,-0.7,16.2,0.3,0.29,-3.1,4.8,-0.5,9.2,1.6,9.9,10.3,0.416,21.9,-0.2,-0.2,-0.027,2150000.0,2822359.0
Juwan Howard,PF,37,MIA,57,0,592,55,125,0.44,0,0,0.0,55,125,0.44,0.44,29,35,0.829,36,86,122,23,10,4,25,61,139,0.0,5.8,0.5,-3.5,0.0,16.3,0.8,0.28,-3.5,7.7,0.2,8.4,0.9,15.1,12.2,0.495,13.1,-0.2,0.9,0.074,1352181.0,1775042.0
Kris Humphries,PF,25,NJN,74,44,2061,307,583,0.527,0,1,0.0,307,582,0.527,0.527,127,191,0.665,225,546,771,84,33,80,103,168,741,0.002,7.0,3.0,0.4,-0.1,32.2,2.7,0.328,0.5,12.5,2.7,17.8,0.9,13.4,22.1,0.555,17.3,1.3,5.4,0.125,8000000.0,10501803.0
Serge Ibaka,PF,21,OKC,82,44,2216,335,617,0.543,0,1,0.0,335,616,0.544,0.543,138,184,0.75,214,408,622,22,31,198,71,267,808,0.002,1.6,6.5,0.5,0.7,20.8,3.2,0.298,-0.2,11.7,4.3,17.7,0.7,9.2,16.4,0.579,15.7,1.4,7.6,0.164,1288200.0,1691052.0
Andre Iguodala,SF,27,PHI,67,67,2469,338,759,0.445,61,181,0.337,277,578,0.479,0.486,208,300,0.693,61,326,387,422,101,38,138,109,945,0.238,26.4,1.2,3.2,1.6,15.2,3.5,0.395,1.7,2.8,3.3,17.2,2.1,13.4,9.0,0.53,19.2,3.2,6.7,0.13,13531750.0,17763471.0
Royal Ivey,SG,29,OKC,25,0,155,16,38,0.421,7,16,0.438,9,22,0.409,0.513,2,2,1.0,2,14,16,7,6,1,5,17,41,0.421,6.8,0.5,-2.3,0.8,10.2,0.1,0.053,-3.2,1.6,0.1,8.2,2.0,11.4,6.0,0.527,12.8,0.0,0.2,0.06,1200000.0,1575270.0
Jarrett Jack,SG-PG,27,TOT,83,15,1722,260,637,0.408,33,108,0.306,227,529,0.429,0.434,182,214,0.85,20,153,173,242,54,6,110,102,735,0.17,23.3,0.3,-0.7,-0.4,10.9,1.4,0.336,-0.3,1.4,0.9,14.2,1.7,13.1,6.1,0.503,23.0,0.5,2.4,0.066,5000000.0,6563626.0
Stephen Jackson,SG,32,CHA,67,67,2405,435,1059,0.411,121,359,0.337,314,700,0.449,0.468,249,305,0.816,53,251,304,241,80,28,209,161,1240,0.339,18.4,0.9,-0.5,-0.7,12.7,2.1,0.288,0.2,2.6,-0.2,14.6,1.8,14.9,7.7,0.52,27.4,0.9,1.9,0.039,9256500.0,12151242.0
Damion James,SF,23,NJN,25,9,403,46,103,0.447,0,3,0.0,46,100,0.46,0.447,18,28,0.643,17,68,85,20,16,12,25,36,110,0.029,8.1,2.3,-2.6,1.1,20.5,0.5,0.272,-3.8,4.8,-0.4,10.1,2.1,17.8,12.5,0.477,16.2,-0.1,0.1,0.015,1243080.0,1631822.0
LeBron James,SF,26,MIA,79,79,3063,758,1485,0.51,92,279,0.33,666,1206,0.552,0.541,503,663,0.759,80,510,590,554,124,50,284,163,2111,0.188,34.9,1.3,8.1,1.8,18.7,5.3,0.446,6.3,3.3,10.3,27.3,2.1,13.8,11.4,0.594,31.5,7.8,15.6,0.244,16022500.0,21033142.0
Antawn Jamison,PF,34,CLE,56,38,1842,374,876,0.427,91,263,0.346,283,613,0.462,0.479,171,234,0.731,86,289,375,93,50,30,77,137,1010,0.3,9.6,1.2,-0.1,-1.5,18.5,1.1,0.267,1.3,5.2,1.5,16.8,1.4,7.3,11.7,0.516,26.0,0.9,2.6,0.067,15076715.0,19791586.0
Al Jefferson,C,26,UTA,82,82,2940,654,1319,0.496,0,0,0.0,654,1319,0.496,0.496,220,289,0.761,235,559,794,149,46,153,105,238,1528,0.0,9.2,4.2,0.6,-1.0,23.2,2.7,0.219,1.6,9.6,5.1,20.1,0.8,6.8,16.3,0.528,24.2,1.9,7.8,0.128,14000000.0,18378155.0
Richard Jefferson,SF,30,SAS,81,81,2459,304,642,0.474,135,307,0.44,169,335,0.504,0.579,148,195,0.759,54,256,310,107,38,34,93,164,891,0.478,6.5,1.0,0.3,-0.2,11.8,2.1,0.304,0.5,2.6,3.7,12.4,0.8,11.3,7.3,0.612,15.4,1.4,5.9,0.115,9282000.0,12184717.0
Jared Jeffries,PF,29,TOT,42,9,601,30,86,0.349,2,9,0.222,28,77,0.364,0.36,12,29,0.414,62,54,116,36,31,17,21,75,74,0.105,8.1,2.0,-2.2,0.5,10.3,0.5,0.337,-2.8,11.7,0.0,8.0,2.6,17.5,11.0,0.375,8.8,0.0,0.6,0.045,1229255.0,1613674.0
Brandon Jennings,PG,21,MIL,63,61,2169,361,926,0.39,98,303,0.323,263,623,0.422,0.443,199,246,0.809,42,192,234,305,95,21,146,131,1019,0.327,25.9,0.8,1.6,0.9,10.6,3.3,0.266,0.8,2.2,0.6,15.6,2.3,12.4,6.3,0.493,25.5,2.0,3.9,0.086,2493720.0,3273569.0
Yi Jianlian,PF,23,WAS,63,11,1112,145,347,0.418,3,13,0.231,142,334,0.425,0.422,62,91,0.681,79,169,248,25,27,32,51,115,355,0.037,3.5,2.2,-5.3,-1.6,18.0,0.8,0.262,-3.7,7.8,-0.4,10.1,1.2,11.6,12.7,0.459,17.4,-0.9,0.4,0.016,827197.0,1085882.0
Amir Johnson,PF,23,TOR,72,54,1853,281,495,0.568,0,1,0.0,281,494,0.569,0.568,126,160,0.788,189,272,461,81,53,88,69,263,688,0.002,6.8,3.6,0.3,0.0,17.8,1.2,0.323,0.3,11.8,4.4,17.6,1.5,10.9,14.7,0.608,15.3,1.1,5.6,0.146,5500000.0,7219989.0
Armon Johnson,PG,21,POR,38,0,277,46,101,0.455,5,12,0.417,41,89,0.461,0.48,13,22,0.591,11,25,36,45,5,1,38,31,110,0.119,28.1,0.3,-5.1,-1.9,11.5,0.2,0.218,-3.3,4.7,-0.4,9.3,1.0,25.6,7.9,0.497,25.1,-0.2,-0.3,-0.044,762195.0,1000552.0
Chris Johnson,C,25,TOT,14,1,138,9,21,0.429,0,0,0.0,9,21,0.429,0.429,15,20,0.75,12,20,32,3,3,9,10,21,33,0.0,3.2,5.3,-4.2,1.1,18.2,0.2,0.952,-5.2,10.3,0.0,10.2,1.2,25.1,14.2,0.554,13.5,-0.1,0.2,0.08,762195.0,1000552.0
James Johnson,SF,23,TOT,38,25,822,108,237,0.456,8,34,0.235,100,203,0.493,0.473,47,71,0.662,37,105,142,89,33,37,64,95,271,0.143,16.4,3.4,-0.6,0.9,15.4,0.8,0.3,-1.6,5.2,-0.1,12.6,2.1,19.3,10.2,0.505,18.2,0.3,0.6,0.036,1833120.0,2406383.0
Joe Johnson,SG,29,ATL,72,72,2554,514,1161,0.443,89,300,0.297,425,861,0.494,0.481,195,243,0.802,59,232,291,338,47,7,146,131,1312,0.258,24.0,0.2,-0.3,-1.5,10.9,1.8,0.209,1.2,2.8,2.5,16.4,1.0,10.3,6.9,0.517,26.3,1.1,4.2,0.08,18038573.0,23679692.0
Wesley Johnson,SG,23,MIN,79,63,2069,271,682,0.397,103,289,0.356,168,393,0.427,0.473,64,92,0.696,51,189,240,148,58,54,95,163,709,0.424,11.0,2.0,-1.7,-0.4,10.4,0.9,0.135,-1.3,2.7,0.4,10.2,1.4,11.6,6.4,0.491,16.8,0.2,1.3,0.03,4006080.0,5258882.0
Dahntay Jones,SG,30,IND,45,2,589,100,214,0.467,14,39,0.359,86,175,0.491,0.5,69,90,0.767,4,61,65,33,20,7,31,70,283,0.182,9.5,0.9,-1.2,0.5,11.4,0.6,0.421,-1.7,0.8,0.6,13.7,1.7,10.9,6.1,0.558,21.4,0.1,1.2,0.102,2700000.0,3544358.0
Dominique Jones,SG,22,DAL,18,0,135,14,45,0.311,0,4,0.0,14,41,0.341,0.311,14,17,0.824,6,19,25,19,5,3,10,7,42,0.089,20.8,1.7,-0.9,1.6,15.9,0.2,0.378,-2.5,5.4,-0.2,10.6,1.9,16.0,10.8,0.4,21.7,0.0,0.0,0.007,1193280.0,1566448.0
James Jones,SF,30,MIA,81,8,1549,146,346,0.422,123,287,0.429,23,59,0.39,0.6,60,72,0.833,23,137,160,43,29,19,21,129,475,0.829,4.1,1.0,1.0,0.3,9.9,1.7,0.208,0.7,1.9,3.0,11.1,1.0,5.3,6.1,0.629,12.0,1.2,4.7,0.145,1500000.0,1969088.0
Solomon Jones,C,26,IND,39,0,528,49,121,0.405,0,1,0.0,49,120,0.408,0.405,41,62,0.661,45,68,113,30,12,22,35,94,139,0.008,8.5,3.0,-4.5,0.8,14.2,0.6,0.512,-5.3,9.5,-0.2,8.5,1.2,19.1,11.9,0.469,15.4,-0.3,0.5,0.042,440353.0,578062.0
DeAndre Jordan,C,22,LAC,80,66,2047,234,341,0.686,0,1,0.0,234,340,0.688,0.686,98,217,0.452,207,368,575,42,41,142,101,255,566,0.003,3.2,5.4,-0.7,1.0,20.9,2.6,0.636,-1.7,11.9,2.6,14.8,1.0,18.8,16.5,0.648,11.7,0.7,5.2,0.122,10079404.0,13231489.0
Chris Kaman,C,28,LAC,32,15,838,177,376,0.471,0,0,0.0,177,376,0.471,0.471,43,57,0.754,51,174,225,46,16,48,58,75,397,0.0,10.0,4.5,-1.4,0.3,24.1,1.1,0.152,-1.7,7.2,-0.2,15.7,1.0,12.6,15.7,0.495,24.4,0.1,0.8,0.047,14030000.0,18417537.0
Jason Kapono,SF,29,PHI,24,2,112,7,28,0.25,1,8,0.125,6,20,0.3,0.268,1,2,0.5,3,8,11,4,2,1,2,4,16,0.286,5.0,0.7,-7.4,-1.7,8.2,0.1,0.071,-5.7,3.1,-0.3,1.6,0.9,6.5,5.7,0.277,12.7,-0.2,-0.2,-0.07,1223166.0,1605681.0
Linas Kleiza,SF,26,TOR,39,23,1032,178,406,0.438,39,131,0.298,139,275,0.505,0.486,41,65,0.631,37,140,177,40,19,7,65,99,436,0.323,6.2,0.5,-4.7,-2.3,16.5,0.2,0.16,-2.4,4.1,-0.5,10.1,1.0,13.0,10.2,0.502,21.7,-0.7,-0.3,-0.012,4605000.0,6045100.0
Kyle Korver,SG,29,CHI,82,0,1649,242,557,0.434,120,289,0.415,122,268,0.455,0.542,77,87,0.885,12,138,150,124,35,20,60,156,681,0.519,12.1,0.9,1.1,0.7,9.5,2.4,0.156,0.4,0.9,2.7,13.0,1.1,9.2,5.3,0.572,18.3,1.3,5.1,0.149,5000000.0,6563626.0
Kosta Koufos,C,21,TOT,50,2,434,68,150,0.453,0,2,0.0,68,148,0.459,0.453,24,43,0.558,57,73,130,7,10,25,31,59,160,0.013,2.5,4.4,-5.5,-1.6,19.1,0.4,0.287,-3.9,14.6,-0.2,12.6,1.1,15.5,16.8,0.474,19.9,-0.4,0.2,0.027,2203792.0,2892973.0
Carl Landry,PF,27,TOT,76,26,2008,345,687,0.502,0,4,0.0,345,683,0.505,0.502,213,288,0.74,165,182,347,63,40,32,109,196,903,0.006,5.2,1.2,-1.9,-1.3,10.8,1.3,0.419,-0.5,9.3,2.8,14.8,1.0,11.8,10.0,0.555,20.5,0.1,4.1,0.098,8500000.0,11158165.0
Ty Lawson,PG,23,DEN,80,31,2103,346,688,0.503,69,171,0.404,277,517,0.536,0.553,172,225,0.764,67,142,209,377,80,4,137,133,933,0.249,28.3,0.1,2.1,-0.3,7.6,1.6,0.327,2.4,3.8,5.1,17.9,1.9,14.8,5.7,0.593,19.6,2.2,6.7,0.153,1654440.0,2171825.0
Courtney Lee,SG,25,HOU,81,1,1723,253,576,0.439,71,174,0.408,182,402,0.453,0.501,95,120,0.792,51,158,209,100,58,18,68,102,672,0.302,8.9,0.7,-1.1,-0.5,10.4,1.1,0.208,-0.7,3.3,1.6,12.6,1.7,9.8,6.9,0.534,17.9,0.4,2.7,0.076,2225093.0,2920936.0
David Lee,PF,27,GSW,73,73,2634,496,978,0.507,1,3,0.333,495,975,0.508,0.508,210,267,0.787,217,497,714,233,74,31,170,211,1203,0.003,14.0,0.9,-0.4,-0.9,21.9,2.0,0.273,0.5,9.1,4.1,17.8,1.4,13.4,15.4,0.549,21.2,1.1,6.0,0.11,11610000.0,15240741.0
Rashard Lewis,SF-PF,31,TOT,57,52,1824,252,582,0.433,87,244,0.357,165,338,0.488,0.508,77,96,0.802,71,219,290,92,52,30,87,159,668,0.419,8.1,1.3,-0.4,0.3,14.0,1.9,0.165,-0.7,4.4,1.2,12.0,1.5,12.2,9.1,0.535,17.6,0.7,3.0,0.079,21136631.0,27746592.0
Jeremy Lin,PG,22,GSW,29,0,285,28,72,0.389,1,5,0.2,27,67,0.403,0.396,19,25,0.76,12,22,34,42,33,9,18,31,76,0.069,20.4,2.4,2.2,4.4,8.9,0.4,0.347,-2.1,4.7,0.0,14.8,5.9,17.8,6.8,0.458,15.6,0.3,0.5,0.078,762195.0,1000552.0
Shaun Livingston,PG,25,CHA,73,0,1261,185,397,0.466,1,4,0.25,184,393,0.468,0.467,108,125,0.864,29,120,149,164,47,29,88,109,479,0.01,22.5,1.9,0.0,1.0,11.6,1.2,0.315,-1.0,2.8,0.7,14.3,2.0,16.3,7.2,0.53,20.1,0.7,1.9,0.073,3500000.0,4594538.0
Brook Lopez,C,22,NJN,82,82,2889,644,1309,0.492,0,1,0.0,644,1308,0.492,0.492,385,489,0.787,197,291,488,129,47,120,176,240,1673,0.001,8.8,3.2,0.6,-0.9,12.3,1.9,0.374,1.4,7.8,4.4,19.3,0.9,10.4,10.0,0.549,27.3,1.9,6.3,0.105,3076983.0,4039233.0
Robin Lopez,C,22,PHO,67,56,991,179,357,0.501,0,0,0.0,179,357,0.501,0.501,74,100,0.74,82,134,216,8,18,45,48,143,432,0.0,1.3,3.4,-4.1,-1.0,15.6,0.8,0.28,-3.1,9.5,0.8,13.9,0.9,10.7,12.6,0.539,20.4,-0.5,1.5,0.074,2862602.0,3757810.0
Kevin Love,PF,22,MIN,73,73,2611,482,1026,0.47,88,211,0.417,394,815,0.483,0.513,424,499,0.85,330,782,1112,184,45,28,155,148,1476,0.206,11.8,0.8,4.4,-1.3,34.2,2.5,0.486,5.7,13.7,8.9,24.3,0.9,11.1,23.6,0.593,22.9,4.2,11.4,0.21,4609701.0,6051271.0
Kyle Lowry,PG,24,HOU,75,71,2563,345,809,0.426,129,343,0.376,216,466,0.464,0.506,192,251,0.765,89,220,309,500,102,23,158,207,1011,0.424,29.4,0.6,2.0,0.0,9.7,1.8,0.31,2.0,3.9,5.1,16.5,2.0,14.7,6.8,0.55,18.6,2.6,7.0,0.13,5750000.0,7548170.0
Corey Maggette,SF,31,MIL,67,18,1401,253,559,0.453,28,78,0.359,225,481,0.468,0.478,271,325,0.834,44,197,241,84,21,5,127,175,805,0.14,11.3,0.3,-0.8,-0.2,16.8,1.9,0.581,-0.6,3.6,1.5,15.8,0.8,15.3,10.0,0.573,27.7,0.5,3.4,0.115,10262069.0,13471278.0
Jamaal Magloire,C,32,MIA,18,0,158,13,22,0.591,0,0,0.0,13,22,0.591,0.591,9,18,0.5,17,44,61,3,4,2,5,26,35,0.0,2.8,1.0,-0.6,0.9,31.2,0.3,0.818,-1.5,13.6,0.3,12.7,1.3,14.3,22.9,0.585,10.3,0.1,0.6,0.172,1352181.0,1775042.0
Ian Mahinmi,C,24,DAL,56,0,488,55,98,0.561,0,2,0.0,55,96,0.573,0.561,63,82,0.768,43,77,120,8,14,15,25,105,173,0.02,2.5,2.3,-2.1,1.1,17.8,0.8,0.837,-3.3,10.7,1.0,13.7,1.5,15.7,14.4,0.645,15.3,0.0,1.8,0.177,915852.0,1202262.0
Shawn Marion,SF,32,DAL,80,27,2253,434,834,0.52,5,33,0.152,429,801,0.536,0.523,126,164,0.768,168,383,551,110,68,50,130,144,999,0.04,8.3,1.7,0.3,0.4,19.2,3.4,0.197,-0.1,9.1,2.3,17.0,1.6,12.5,14.3,0.551,21.5,1.3,5.6,0.12,8022449.0,10531272.0
Kenyon Martin,PF,33,DEN,48,48,1233,185,362,0.511,2,9,0.222,183,353,0.518,0.514,42,72,0.583,67,230,297,109,43,35,59,136,414,0.025,13.6,2.2,0.9,1.7,20.9,1.6,0.199,-0.8,6.5,1.0,14.1,1.8,13.0,13.9,0.526,16.4,0.9,2.7,0.104,2500000.0,3281813.0
Kevin Martin,SG,27,HOU,80,80,2603,553,1267,0.436,176,459,0.383,377,808,0.467,0.506,594,669,0.888,28,230,258,198,80,15,184,155,1876,0.362,13.0,0.4,3.4,-1.0,10.0,1.5,0.528,4.3,1.2,8.0,21.4,1.6,10.5,5.6,0.601,29.6,3.5,9.5,0.175,11519840.0,15122386.0
Roger Mason,SG,30,NYK,26,0,319,26,77,0.338,16,44,0.364,10,33,0.303,0.442,7,10,0.7,5,38,43,20,6,2,6,25,75,0.571,8.8,0.5,-3.6,-1.2,13.7,0.1,0.13,-2.4,1.8,0.1,7.1,0.9,6.9,7.7,0.461,12.2,-0.1,0.2,0.029,1146337.0,1504825.0
Wesley Matthews,SG,24,POR,82,69,2758,440,979,0.449,154,378,0.407,286,601,0.476,0.528,266,315,0.844,48,210,258,164,102,9,138,195,1300,0.386,10.2,0.3,0.9,-0.1,9.7,2.3,0.322,1.0,2.0,5.0,15.5,2.0,11.0,5.7,0.582,21.3,2.0,7.2,0.126,6135160.0,8053780.0
Jason Maxiell,PF,27,DET,57,14,930,93,189,0.492,0,0,0.0,93,189,0.492,0.492,51,99,0.515,66,107,173,17,24,21,44,92,237,0.0,2.7,1.8,-4.4,-1.1,14.7,0.4,0.524,-3.3,8.3,0.0,9.4,1.4,15.9,11.4,0.51,13.9,-0.6,0.5,0.024,5000000.0,6563626.0
Eric Maynor,PG,23,OKC,82,0,1200,134,333,0.402,37,96,0.385,97,237,0.409,0.458,43,59,0.729,25,96,121,238,35,6,77,96,348,0.288,30.3,0.4,-1.8,-1.1,9.1,0.8,0.177,-0.8,2.5,0.7,11.7,1.5,17.7,5.9,0.485,16.5,0.1,1.5,0.061,1516680.0,1990984.0
Luc Mbah a Moute,PF,24,MIL,79,52,2093,198,428,0.463,0,7,0.0,198,421,0.47,0.463,133,188,0.707,169,251,420,68,72,28,77,180,529,0.016,5.3,1.1,-1.3,1.1,14.3,3.3,0.439,-2.3,9.2,1.5,11.5,1.8,13.1,11.7,0.518,13.1,0.4,4.8,0.109,5000000.0,6563626.0
Antonio McDyess,PF,36,SAS,73,16,1387,169,344,0.491,0,1,0.0,169,343,0.493,0.491,52,77,0.675,122,273,395,84,36,39,72,163,390,0.003,9.0,2.0,-0.7,1.1,22.3,2.1,0.224,-1.8,10.5,1.0,12.8,1.3,16.0,16.5,0.516,14.9,0.4,3.0,0.105,2640000.0,3465595.0
JaVale McGee,C,23,WAS,79,75,2193,332,604,0.55,0,3,0.0,332,601,0.552,0.55,134,230,0.583,223,411,634,38,41,193,102,232,798,0.005,2.8,6.7,-0.4,0.4,22.2,2.5,0.381,-0.7,11.2,2.7,17.4,1.0,12.6,16.5,0.566,16.3,0.9,5.3,0.115,2462400.0,3232454.0
Dominic McGuire,SF,25,CHA,52,8,760,72,182,0.396,0,2,0.0,72,180,0.4,0.396,30,39,0.769,63,136,199,43,10,33,25,94,174,0.011,9.0,3.5,-2.9,0.3,21.8,0.9,0.214,-3.3,10.0,0.1,10.4,0.7,11.2,15.9,0.437,13.8,-0.2,0.9,0.059,915852.0,1202262.0
Josh McRoberts,PF,23,IND,72,51,1597,211,386,0.547,23,60,0.383,188,326,0.577,0.576,88,119,0.739,109,273,382,150,47,57,93,165,533,0.155,15.0,2.6,2.3,1.7,18.8,2.2,0.308,0.6,7.6,2.6,16.0,1.5,17.5,13.3,0.608,14.7,1.7,4.9,0.147,3000000.0,3938176.0
Jodie Meeks,SG,23,PHI,74,64,2062,242,570,0.425,138,348,0.397,104,222,0.468,0.546,152,170,0.894,21,150,171,78,63,4,60,97,774,0.611,5.7,0.1,0.2,0.1,8.4,1.9,0.298,0.1,1.2,3.2,12.5,1.6,8.5,4.8,0.6,15.7,1.1,5.1,0.12,854389.0,1121578.0
Andre Miller,PG,34,POR,81,81,2650,388,844,0.46,4,37,0.108,384,807,0.476,0.462,249,292,0.853,97,205,302,566,114,12,197,171,1029,0.044,35.7,0.4,1.6,0.1,9.9,2.4,0.346,1.5,4.3,4.6,17.8,2.3,16.8,7.0,0.529,20.6,2.4,7.0,0.127,7807728.0,10249402.0
Brad Miller,C,34,HOU,60,5,1015,132,296,0.446,40,107,0.374,92,189,0.487,0.514,78,94,0.83,44,178,222,145,28,21,54,98,382,0.361,21.4,1.4,2.8,1.1,19.9,1.0,0.318,1.7,4.9,2.0,16.3,1.4,13.8,12.4,0.566,17.0,1.2,3.0,0.142,4752000.0,6238071.0
Mike Miller,SG,30,MIA,41,2,838,81,202,0.401,43,118,0.364,38,84,0.452,0.507,23,34,0.676,38,146,184,51,20,2,41,88,228,0.584,9.1,0.2,-1.4,0.1,19.5,1.2,0.168,-1.5,5.7,0.4,9.7,1.3,15.9,13.0,0.525,14.4,0.1,1.6,0.09,5400000.0,7088717.0
Paul Millsap,PF,25,UTA,76,76,2605,525,988,0.531,9,23,0.391,516,965,0.535,0.536,256,338,0.757,164,415,579,187,103,69,145,272,1315,0.023,12.6,2.2,1.9,0.3,19.4,2.5,0.342,1.6,7.5,5.2,19.8,2.1,11.3,13.4,0.578,22.6,2.5,7.7,0.143,8103435.0,10637584.0
Nazr Mohammed,C,33,TOT,75,37,1280,234,448,0.522,0,1,0.0,234,447,0.523,0.522,67,112,0.598,140,228,368,23,30,56,70,184,535,0.002,3.3,3.5,-2.8,-0.8,21.2,1.6,0.25,-2.0,13.2,1.0,15.9,1.2,12.3,17.2,0.538,20.6,-0.3,2.7,0.1,3750000.0,4922720.0
Greg Monroe,C,20,DET,80,48,2222,303,550,0.551,0,1,0.0,303,549,0.552,0.551,145,233,0.622,248,353,601,105,93,45,81,196,751,0.002,7.5,1.6,0.4,-0.5,20.4,1.9,0.424,0.9,13.0,4.7,18.0,2.3,11.0,16.5,0.575,15.4,1.4,6.6,0.143,3007920.0,3948572.0
Anthony Morrow,SG,25,NJN,58,47,1856,279,620,0.45,110,260,0.423,169,360,0.469,0.539,96,107,0.897,37,135,172,68,19,7,54,135,764,0.419,6.3,0.3,-1.0,-1.3,8.8,0.4,0.173,0.3,2.3,2.6,12.1,0.5,7.5,5.5,0.573,18.0,0.5,3.0,0.078,4000000.0,5250901.0
Timofey Mozgov,C,24,TOT,45,14,524,63,133,0.474,0,0,0.0,63,133,0.474,0.474,37,52,0.712,46,75,121,15,15,25,35,84,163,0.0,4.2,3.5,-4.7,-0.4,16.4,0.5,0.391,-4.3,10.0,0.1,10.8,1.4,18.3,13.2,0.523,16.2,-0.3,0.6,0.053,3343896.0,4389617.0
Troy Murphy,PF,30,TOT,35,4,466,42,114,0.368,5,33,0.152,37,81,0.457,0.39,20,30,0.667,22,91,113,23,15,3,20,47,109,0.289,7.6,0.5,-3.1,0.8,23.4,0.7,0.263,-3.9,5.8,-0.4,8.0,1.7,13.6,14.5,0.428,14.8,-0.1,0.3,0.029,1352181.0,1775042.0
Hamady N'Diaye,C,24,WAS,16,0,80,4,5,0.8,0,0,0.0,4,5,0.8,0.8,6,12,0.5,2,5,7,0,2,5,3,18,14,0.0,0.0,4.8,-6.3,0.6,7.4,0.0,2.4,-6.9,2.8,0.0,5.3,1.3,22.6,5.0,0.681,7.3,-0.1,0.1,0.046,270427.0,354996.0
Gary Neal,SG,26,SAS,80,1,1685,285,632,0.451,129,308,0.419,156,324,0.481,0.553,84,104,0.808,21,175,196,96,27,4,78,148,783,0.487,9.1,0.2,-0.3,-0.8,11.8,1.4,0.165,0.5,1.5,2.1,13.1,0.8,10.3,6.8,0.578,20.6,0.7,3.5,0.099,762195.0,1000552.0
Jameer Nelson,PG,28,ORL,76,76,2319,374,838,0.446,119,297,0.401,255,541,0.471,0.517,130,162,0.802,37,189,226,456,75,3,194,209,997,0.354,33.7,0.1,1.1,0.1,9.3,3.2,0.193,1.0,1.9,3.4,15.4,1.7,17.6,5.7,0.548,22.0,1.8,6.6,0.136,7800000.0,10239258.0
Joakim Noah,C,25,CHI,48,48,1576,211,402,0.525,0,1,0.0,211,401,0.526,0.525,139,188,0.739,182,316,498,107,48,72,90,156,561,0.002,10.7,3.5,2.9,2.1,22.8,3.6,0.468,0.8,13.9,3.1,18.8,1.6,15.7,18.5,0.579,16.8,1.9,6.7,0.205,12000000.0,15752704.0
Steve Novak,SF,27,TOT,30,0,215,35,67,0.522,26,46,0.565,9,21,0.429,0.716,8,8,1.0,4,24,28,3,1,5,4,14,104,0.687,2.2,1.7,4.8,-0.4,12.6,0.2,0.119,5.1,2.2,0.7,17.8,0.2,5.4,7.6,0.737,16.0,0.4,0.9,0.196,992680.0,1303116.0
Dirk Nowitzki,PF,32,DAL,73,73,2504,610,1179,0.517,66,168,0.393,544,1011,0.538,0.545,395,443,0.892,50,463,513,190,38,47,137,172,1681,0.142,14.2,1.4,5.1,0.8,20.8,3.3,0.376,4.3,2.4,7.8,23.4,0.8,9.1,12.0,0.612,28.2,4.5,11.1,0.213,19092873.0,25063699.0
Jermaine O'Neal,C,32,BOS,24,10,431,50,109,0.459,0,1,0.0,50,108,0.463,0.459,29,43,0.674,25,63,88,12,2,30,27,65,129,0.009,4.3,5.4,-4.2,1.3,17.0,0.8,0.394,-5.4,7.6,-0.2,9.2,0.2,17.4,12.6,0.504,17.2,-0.2,0.6,0.065,6226200.0,8173290.0
Lamar Odom,PF,31,LAL,82,35,2639,473,893,0.53,68,178,0.382,405,715,0.566,0.568,166,246,0.675,175,535,710,249,47,61,139,200,1180,0.199,15.5,1.8,3.5,0.8,22.2,4.0,0.275,2.8,7.8,6.1,19.4,0.9,12.2,15.2,0.589,19.7,3.7,10.1,0.184,8900000.0,11683255.0
